id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;5110;437;98;0;94;91;0;0;0;0;86.3082;91.3564;0;0.327815;1.05849;-2.54619;1768.63;0;0.375;8;0.192308;0.778846;0;1;5110;40004;0.346117;0.0402183;8.60597;254.901
2;2487;544;161;0;59;67;0;0.644023;0.202928;0;47.7182;71.6973;0;0.746352;1.50251;0.938399;822.952;0;0.0961538;6;0.173077;1;0;0.778846;2487;25402;0.330901;0.0353926;9.34943;135.598
3;1708;475;262;0;60;59;0;0;0;0;48.2836;59.9086;0;0.591978;1.24077;2.13982;205.875;0;0.0961538;5;0.0673077;0.394231;0;0.298077;1708;17613;0.120536;0.0171483;7.02903;39.315
4;2385;345;276;0;75;80;0;0;0;0;58.3389;76.2469;0;0.643875;1.30697;1.31055;353.904;0;0.192308;7;0.0961538;0.394231;0;0.269231;2385;34864;0.148388;0.0128996;11.5033;61.4673
5;2693;593;272;0;58;66;0;0;0;0;55.9397;66.7554;0;0.545702;1.19335;1.75679;961.952;0;0.471154;6;0.192308;0.903846;0;0.75;2693;25196;0.357203;0.0231123;15.4551;165.118
6;2182;519;356;0;64;52;0;0.730386;0.502227;0;50.682;65.2899;0;0.630412;1.28823;2.80193;718.798;0;0.25;6;0.173077;1;0;0.826923;2182;25707;0.329421;0.0593235;5.55297;135.821
7;2614;747;370;0;72;75;0;0;0;0;66.7067;71.2921;0;0.352846;1.06874;-2.78181;309.481;0;0.192308;7;0.0673077;0.326923;0;0.326923;2614;34635;0.118395;0.0134254;8.8187;56.5494
8;2445;228;392;0;77;68;0;0;0;0;52.4317;70.2546;0;0.6656;1.33993;2.95234;573.212;0;0.144231;7;0.125;0.548077;0;0.701923;2445;34804;0.234443;0.0141961;16.5146;109.492
9;3214;587;406;0;71;67;0;0;0;0;65.0313;70.728;0;0.393192;1.0876;-2.93632;968.163;0;0.394231;7;0.173077;0.826923;0;1;3214;34035;0.301233;0.0332659;9.05532;167.181
10;1965;695;448;0;70;61;0;0;0;0;59.8247;64.1102;0;0.359475;1.07163;-3.01048;211.683;0;0.0192308;6;0.0673077;0.326923;0;0.653846;1965;25924;0.107727;0.0205058;5.25348;35.0449
11;2140;138;482;0;71;68;0;0;0;0;56.1546;70.1981;0;0.600074;1.25009;2.92405;342.337;0;0.25;7;0.0961538;0.701923;0;0.528846;2140;35109;0.159971;0.0154263;10.37;65.1429
12;2417;743;563;0;61;61;0;0;0;0;58.1395;59.8108;0;0.234744;1.02875;2.2699;429.788;0;0.173077;6;0.0961538;0.528846;0;0.192308;2417;25472;0.17782;0.00750539;23.6923;78.3581
13;3373;412;653;0;73;72;0;0;0;0;71.4718;73.3697;0;0.22598;1.02656;0.983999;578.067;0;0.173077;7;0.0961538;0.730769;0;0.576923;3373;33876;0.171381;0.0197592;8.67347;105.861
14;2522;212;660;0;70;64;0;0;0;0;60.3627;71.8525;0;0.542443;1.19035;-2.70512;508.683;0;0.0192308;7;0.125;0.5;0;0.326923;2522;34727;0.201698;0.0117281;17.1978;93.1889
15;2207;93;674;0;71;69;0;0;0;0;55.9092;65.1405;0;0.513169;1.16511;-2.99948;266.375;0;0.0673077;6;0.0673077;0.326923;0;0.125;2207;25682;0.120696;0.0097783;12.3433;53.8278
16;2057;677;715;0;69;66;0;0;0;0;55.0104;64.2376;0;0.516383;1.16774;-2.94143;240.029;0;0.173077;6;0.0673077;0.423077;0;0.144231;2057;25832;0.116689;0.00745373;15.6551;45.3025
17;2064;452;738;0;71;46;0;0;0;0;43.7832;69.7047;0;0.778113;1.59204;2.96645;488.115;0;0.25;6;0.125;0.576923;0;0.730769;2064;25825;0.23649;0.0211263;11.1941;94.6116
18;4206;762;889;0;85;81;0;0;0;0;79.8906;91.3783;0;0.485414;1.14379;-2.5118;861.654;0;0.144231;8;0.125;0.576923;0;0.125;4206;43755;0.204864;0.00847888;24.1616;144.591
