id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;1337;400;99;0;54;42;0;0;0;0;37.547;53.7555;0;0.715633;1.43169;-3.11551;305.545;0;0.105691;5;0.121951;0.593496;0;0.569106;1337;17984;0.22853;0.050624;4.51427;51.7581
2;4693;462;101;0;88;87;0;0;0;0;82.9301;86.7414;0;0.293166;1.04596;0.909221;1382;0;0.447154;8;0.162602;0.658537;0;1;4693;41078;0.294481;0.0310729;9.4771;204.382
3;261;528;134;0;25;24;0;0;0;0;15.1118;27.9119;0;0.840758;1.84702;-2.46037;72.8943;0;0.162602;5;0.146341;0.829268;0;1;261;19060;0.279289;0.0689117;4.05285;15.2206
4;2778;580;208;0;61;64;0;0.664756;0.229103;0;60.2997;63.9758;0;0.334096;1.06096;1.44594;842.415;0;0.252033;6;0.162602;1;0;0.829268;2778;25111;0.303246;0.0152774;19.8493;159.425
5;1688;677;258;0;56;50;0;0;0;0;43.4118;55.578;0;0.624412;1.28025;2.5829;497.236;0;0.317073;5;0.162602;0.764228;0;0.487805;1688;17633;0.294572;0.0136679;21.5521;87.6491
6;2005;462;262;0;61;71;0;0;0;0;52.8181;67.1748;0;0.617872;1.27181;1.83694;203.455;0;0.105691;6;0.0569106;0.317073;0;0.569106;2005;25884;0.101474;0.0157587;6.43924;37.4133
7;2832;336;268;0;73;78;0;0;0;0;64.05;80.5575;0;0.606499;1.25773;1.00013;354.163;0;0.0813008;8;0.0813008;0.333333;0;0.252033;2832;45129;0.125056;0.0101556;12.314;58.6718
8;2404;544;355;0;59;63;0;0;0;0;55.2091;66.2257;0;0.552292;1.19954;2.14545;666.154;0;0.357724;6;0.146341;0.739837;0;0.569106;2404;25485;0.277103;0.025888;10.7039;117.328
9;2619;921;354;0;89;84;0;0;0;0;63.1372;71.1478;0;0.460983;1.12688;2.87504;188.122;0;0.0813008;7;0.0406504;0.227642;0;0.162602;2619;34630;0.0718296;0.00839944;8.55171;38.7014
10;2722;730;378;0;79;77;0;0;0;0;69.9823;73.3196;0;0.298267;1.04769;-2.87949;274.187;0;0.0406504;7;0.0569106;0.422764;0;0.276423;2722;34527;0.10073;0.00913861;11.0225;51.364
11;2398;220;401;0;71;55;0;0;0;0;53.3549;68.8195;0;0.631608;1.28984;3.07023;470.935;0;0.186992;6;0.105691;0.569106;0;0.121951;2398;25491;0.196386;0.00927032;21.1844;85.8397
12;3417;578;432;0;74;69;0;0;0;0;67.7756;74.0591;0;0.403102;1.09271;3.04773;783.472;0;0.252033;7;0.121951;0.699187;0;0.739837;3417;33832;0.229287;0.0278127;8.24398;149.206
13;2261;743;476;0;78;76;0;0;0;0;65.1191;70.2116;0;0.373898;1.0782;2.50364;206.878;0;0.0569106;7;0.0569106;0.276423;0;0.422764;2261;34988;0.0914988;0.0114598;7.98436;40.0123
14;2068;113;508;0;66;63;0;0;0;0;56.0278;69.0664;0;0.584746;1.23272;2.32673;276.033;0;0.0813008;6;0.0813008;0.447154;0;0.121951;2068;25821;0.133478;0.0088842;15.0242;54.4805
15;2496;783;589;0;63;63;0;0;0;0;59.3738;60.5339;0;0.194839;1.01954;-2.99569;373.902;0;0.162602;6;0.0813008;0.463415;0;0.252033;2496;25393;0.1498;0.0066624;22.4843;76.4579
16;2526;208;660;0;67;67;0;0;0;0;61.0848;70.4555;0;0.498311;1.1534;0.849949;421.098;0;0.211382;7;0.105691;0.463415;0;0.276423;2526;34723;0.166704;0.0104968;15.8814;73.2668
17;2895;449;666;0;70;75;0;0;0;0;67.5129;70.4016;0;0.283511;1.04279;-2.67753;420.089;0;0.0569106;7;0.0813008;0.463415;0;0.552846;2895;34354;0.145107;0.0200211;7.24771;79.4488
18;2100;101;672;0;71;70;0;0;0;0;54.7349;64.9656;0;0.538662;1.18691;-3.011;206.561;0;0.121951;6;0.0569106;0.276423;0;0.463415;2100;25789;0.0983627;0.00909261;10.8179;38.3137
19;1929;684;726;0;70;70;0;0;0;0;54.3013;61.6832;0;0.474368;1.13594;1.59308;192.829;0;0.186992;6;0.0569106;0.333333;0;0.186992;1929;25960;0.0999635;0.00701303;14.254;33.6476
20;1931;463;735;0;65;45;0;0;0;0;42.7203;64.3792;0;0.74811;1.50699;2.96158;393.325;0;0.292683;5;0.105691;0.552846;0;0.447154;1931;17390;0.20369;0.024585;8.28513;78.3899
21;4117;753;892;0;86;80;0;0;0;0;81.0744;88.1808;0;0.393298;1.08765;2.8866;730.967;0;0.0569106;8;0.105691;0.447154;0;0.276423;4117;43844;0.177549;0.00746415;23.7869;125.925
