id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;4877;395;131;0;85;88;0;0;0;0;84.3769;91.6603;0;0.390651;1.08632;0.933802;1379.37;0;0.305085;8;0.152542;0.686441;0;0.644068;4877;43084;0.282833;0.0290504;9.73592;236.111
2;4656;354;135;0;102;85;0;0;0;0;75.4593;102.526;0;0.676982;1.3587;2.78873;1253.25;0;0.262712;8;0.152542;0.686441;0;0.686441;4656;43305;0.269168;0.030281;8.88902;207.182
3;920;479;208;0;63;58;0;0;0;0;39.6747;46.4621;0;0.520413;1.17108;-3.10995;90.9068;0;0.127119;5;0.059322;0.262712;0;0.576271;920;18401;0.0988116;0.0213573;4.6266;17.3352
4;3871;624;244;0;78;68;0;0;0;0;67.3817;77.4319;0;0.492688;1.14915;3.00479;1232.09;0;0.440678;8;0.169492;0.838983;0;1;3871;44090;0.318289;0.0297461;10.7002;200.266
5;2084;475;311;0;53;61;0;0;0;0;51.2095;66.3034;0;0.635195;1.29475;1.10066;650.466;0;0.0423729;6;0.169492;0.728814;0;0.932203;2084;25805;0.312125;0.0304258;10.2585;110.379
6;3057;561;331;0;68;66;0;0.615959;0.34126;0;64.197;69.7649;0;0.391471;1.08673;2.52985;946.492;0;0.262712;7;0.169492;1;0;0.838983;3057;34192;0.309616;0.0537015;5.7655;153.236
7;2063;921;363;0;79;83;0;0;0;0;57.7265;71.0503;0;0.582998;1.23081;-2.84391;198.847;0;0.110169;7;0.059322;0.237288;0;0.237288;2063;35186;0.0963881;0.00893119;10.7923;38.3788
8;2217;401;375;0;83;75;0;0;0;0;62.5235;69.1544;0;0.427292;1.10606;1.00078;215.975;0;0.059322;7;0.059322;0.288136;0;0.728814;2217;35032;0.0974181;0.026185;3.72038;34.4636
9;2097;237;378;0;63;59;0;0;0;0;49.1514;69.7427;0;0.709452;1.41894;2.57071;484.398;0;0.262712;6;0.127119;0.525424;0;0.576271;2097;25792;0.230996;0.0107413;21.5055;80.1885
10;1990;797;405;0;72;78;0;0;0;0;64.1535;72.8576;0;0.473986;1.13568;2.40949;253.593;0;0.0169492;7;0.0847458;0.330508;0;0.237288;1990;35259;0.127434;0.00939569;13.5631;38.1382
11;1993;624;433;0;63;81;0;0;0;0;61.5165;65.8799;0;0.357878;1.07093;1.60942;200.161;0;0.0169492;7;0.059322;0.288136;0;0.70339;1993;35256;0.100433;0.020297;4.94815;33.9498
12;1992;141;479;0;65;55;0;0;0;0;51.8101;65.4691;0;0.611342;1.26364;2.91357;296.373;0;0.152542;6;0.0847458;0.466102;0;0.576271;1992;25897;0.148782;0.00948193;15.6911;59.5952
13;2164;656;566;0;64;60;0;0;0;0;56.4046;58.3844;0;0.258209;1.0351;1.08455;320.797;0;0.110169;6;0.0847458;0.466102;0;0.110169;2164;25725;0.148243;0.00784819;18.8888;60.2319
14;2898;417;641;0;70;81;0;0;0;0;67.2122;69.75;0;0.267292;1.03776;3.09584;431.508;0;0.0169492;7;0.0847458;0.525424;0;0.508475;2898;34351;0.148899;0.0139494;10.6742;77.0624
15;1506;93;653;0;63;55;0;0;0;0;49.715;60.9012;0;0.577596;1.22501;-2.48505;188.161;0;0.194915;6;0.0847458;0.347458;0;0.110169;1506;26383;0.124941;0.00953399;13.1048;34.6628
16;1811;869;663;0;75;68;0;0;0;0;48.1976;71.2085;0;0.736119;1.47743;0.80763;179.627;0;0.0847458;6;0.059322;0.305085;0;0.110169;1811;26078;0.0991871;0.00753956;13.1556;30.0161
17;2340;218;668;0;68;62;0;0;0;0;58.1074;68.9757;0;0.538801;1.18704;-2.62147;437.932;0;0.059322;7;0.110169;0.550847;0;0.152542;2340;34909;0.187151;0.0110291;16.9688;79.3324
18;2042;630;692;0;70;70;0;0;0;0;54.5992;63.1859;0;0.503311;1.15727;2.76631;222.686;0;0.127119;6;0.059322;0.398305;0;0.127119;2042;25847;0.109054;0.00876708;12.439;40.7292
19;1816;427;741;0;70;46;0;0;0;0;42.4849;65.5671;0;0.761674;1.5433;2.86321;409.958;0;0.220339;6;0.127119;0.576271;0;0.398305;1816;26073;0.225748;0.0148939;15.1571;72.4256
20;4563;804;823;0;86;84;0;0;0;0;83.0382;93.189;0;0.45386;1.12224;-2.47453;884.831;0;0.059322;8;0.110169;0.525424;0;0.110169;4563;43398;0.193914;0.00810963;23.9115;137.974
