id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;4675;395;132;0;84;88;0;0;0;0;83.9933;90.3808;0;0.369259;1.07605;1.14492;961.815;0;0.229299;8;0.11465;0.496815;0;0.528662;4675;43286;0.205735;0.0201035;10.2338;167.598
2;4428;354;134;0;98;84;0;0;0;0;75.9917;98.3575;0;0.634885;1.29432;2.75355;872.389;0;0.127389;8;0.11465;0.528662;0;0.496815;4428;43533;0.197015;0.0225555;8.73466;144.712
3;4109;613;234;0;79;75;0;0;0;0;70.2058;79.3906;0;0.466902;1.13083;-2.56963;992.153;0;0.248408;8;0.127389;0.66242;0;1;4109;43852;0.241459;0.0188041;12.8408;153.649
4;2041;477;311;0;57;58;0;0;0;0;49.9534;65.6593;0;0.648989;1.31441;0.81587;469.108;0;0.0318471;6;0.127389;0.484076;0;0.649682;2041;25848;0.229843;0.0256288;8.96815;75.4374
5;2953;565;335;0;67;66;0;0.826656;0.468389;0;62.1109;68.9705;0;0.434767;1.11044;2.34592;681.057;0;0.363057;7;0.127389;1;0;0.547771;2953;34296;0.230633;0.0373153;6.18064;120.141
6;2088;923;363;0;82;75;0;0;0;0;58.1213;71.61;0;0.584163;1.23208;-2.87262;152.439;0;0.127389;7;0.044586;0.261146;0;0.0955414;2088;35161;0.0730077;0.00616589;11.8406;28.1385
7;2481;405;376;0;87;87;0;0;0;0;66.3592;71.9643;0;0.386922;1.08447;1.74727;183.65;0;0;7;0.044586;0.229299;0;0.484076;2481;34768;0.0740227;0.0223001;3.31938;31.6572
8;1961;237;381;0;64;57;0;0;0;0;47.4251;69.5352;0;0.731324;1.46621;2.61076;328.707;0;0.216561;6;0.0955414;0.382166;0;0.229299;1961;25928;0.167623;0.00961685;17.4301;60.5571
9;2483;793;402;0;90;84;0;0;0;0;65.4557;73.2172;0;0.44808;1.11858;2.4646;199.554;0;0.0318471;7;0.044586;0.248408;0;0.11465;2483;34766;0.0803686;0.00778523;10.3232;36.2921
10;2150;627;429;0;85;78;0;0;0;0;64.4777;69.5709;0;0.375579;1.07899;1.825;162.006;0;0;7;0.044586;0.197452;0;0.649682;2150;35099;0.0753523;0.0195847;3.84751;27.8418
11;1988;142;479;0;65;61;0;0;0;0;50.8809;64.7297;0;0.618161;1.27218;3.04751;218.108;0;0.146497;6;0.0636943;0.382166;0;0.312102;1988;25901;0.109713;0.00739789;14.8303;37.8628
12;2290;655;555;0;70;70;0;0;0;0;58.3566;60.6055;0;0.269887;1.03854;1.13623;249.618;0;0.0828025;6;0.0636943;0.299363;0;0.197452;2290;25599;0.109004;0.008352;13.0512;43.9384
13;2984;409;640;0;86;81;0;0;0;0;67.6721;71.3537;0;0.317064;1.0544;-3.05892;338.573;0;0.0318471;8;0.0636943;0.44586;0;0.394904;2984;44977;0.113463;0.015156;7.48635;65.3813
14;2047;98;654;0;67;70;0;0;0;0;53.4766;63.36;0;0.536324;1.18482;0.863444;169.726;0;0.044586;6;0.044586;0.299363;0;0.0828025;2047;25842;0.0829151;0.00669501;12.3846;34.1051
15;2376;217;665;0;67;64;0;0;0;0;57.9754;69.4175;0;0.549992;1.19736;-2.71561;334.35;0;0.0127389;7;0.0828025;0.382166;0;0.216561;2376;34873;0.14072;0.00982249;14.3263;53.5471
16;1858;869;667;0;74;73;0;0;0;0;48.8864;71.8648;0;0.732976;1.47004;-2.49482;136.917;0;0.0955414;6;0.044586;0.216561;0;0.0828025;1858;26031;0.073691;0.00610659;12.0675;22.7553
17;2128;631;689;0;73;73;0;0;0;0;55.3222;64.1922;0;0.507212;1.16033;2.81412;172.516;0;0.197452;6;0.044586;0.261146;0;0.146497;2128;25761;0.08107;0.00894241;9.06579;34.1541
18;1844;424;742;0;71;47;0;0;0;0;46.1959;66.4024;0;0.718336;1.43741;2.90329;313.662;0;0.0318471;6;0.0955414;0.484076;0;0.299363;1844;26045;0.170099;0.0138007;12.3254;62.2061
19;4495;804;830;0;88;84;0;0;0;0;80.1253;92.5083;0;0.499798;1.15455;-2.60594;652.949;0;0.0127389;8;0.0828025;0.394904;0;0.0828025;4495;43466;0.14526;0.00625561;23.2207;110.644
