id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;1202;414;106;0;59;42;0;0;0;0;34.7475;51.5429;0;0.738598;1.48336;-3.11232;186.256;0;0.1625;5;0.08125;0.40625;0;0.55625;1202;18119;0.154956;0.036796;4.21122;37.0701
2;4348;474;105;0;90;80;0;0;0;0;76.2489;86.5354;0;0.472875;1.13491;-2.8196;991.706;0;0.175;8;0.125;0.55625;0;0.7;4348;42956;0.228083;0.0226882;10.053;160.106
3;236;543;144;0;30;20;0;0;0;0;17.3458;23.4197;0;0.671895;1.35017;2.52867;47.1937;0;0.1125;5;0.1125;0.45625;0;0.6875;236;19085;0.199973;0.0556946;3.59053;8.87066
4;2935;584;211;0;67;66;0;0;0;0;61.786;65.2462;0;0.321334;1.056;2.04911;688.763;0;0.08125;7;0.125;0.7;0;0.50625;2935;34314;0.234671;0.0131759;17.8107;109.381
5;1445;710;248;0;52;50;0;0;0;0;43.716;48.7506;0;0.442585;1.11517;0.921828;310.394;0;0.19375;5;0.1125;0.65;0;0.125;1445;17876;0.214806;0.00702867;30.5613;56.5095
6;2018;457;251;0;69;67;0;0;0;0;54.5332;66.2239;0;0.567364;1.21438;1.75224;156.175;0;0.09375;6;0.04375;0.24375;0;0.225;2018;25871;0.0773911;0.00977142;7.92015;26.2742
7;2746;333;263;0;79;77;0;0;0;0;64.8429;79.9848;0;0.585477;1.23352;0.935211;261.431;0;0.1125;8;0.0625;0.325;0;0.24375;2746;45215;0.0952052;0.00724556;13.1398;46.8327
8;2564;936;338;0;76;74;0;0;0;0;60.7021;69.2022;0;0.480179;1.14003;2.49076;141.369;0;0.09375;6;0.03125;0.1625;0;0.1625;2564;25325;0.0551359;0.00709812;7.76768;29.0876
9;2317;550;356;0;61;59;0;0;0;0;53.6475;65.969;0;0.581952;1.22967;2.38054;481.594;0;0.24375;6;0.1125;0.60625;0;0.86875;2317;25572;0.207852;0.00770164;26.988;88.7826
10;2735;728;378;0;84;75;0;0;0;0;69.951;74.6181;0;0.348109;1.06672;3.13872;210.169;0;0.08125;7;0.04375;0.24375;0;0.175;2735;34514;0.0768442;0.0061437;12.5078;39.752
11;1067;448;385;0;60;52;0;0;0;0;31.9895;56.1113;0;0.821569;1.75405;2.89005;80.725;0;0.08125;5;0.04375;0.2125;0;0.225;1067;18254;0.075656;0.00882769;8.5703;14.9861
12;2384;220;395;0;68;54;0;0;0;0;53.1494;67.1398;0;0.611011;1.26323;3.00378;353.3;0;0.1125;6;0.08125;0.45625;0;0.09375;2384;25505;0.148196;0.00647331;22.8934;62.7939
13;1282;395;442;0;63;52;0;0;0;0;37.6982;63.1704;0;0.802412;1.67569;2.6029;92.8063;0;0.0125;5;0.04375;0.225;0;0.2125;1282;18039;0.0723918;0.00920371;7.8655;16.3082
14;291;571;445;0;36;34;0;5.58117;4.38383;0;29.0111;39.2068;0;0.67266;1.35144;-2.70131;103.562;0;0.03125;5;0.19375;1;0;0.40625;291;19030;0.355885;0.0127843;27.8376;15.4491
15;2233;750;481;0;81;73;0;0;0;0;64.4942;70.7483;0;0.411076;1.09697;2.83441;157.606;0;0.08125;7;0.04375;0.19375;0;0.24375;2233;35016;0.0705804;0.00703422;10.0339;27.0435
16;2002;106;517;0;76;55;0;0;0;0;56.0036;66.8703;0;0.546445;1.19404;2.96821;201.625;0;0.0625;6;0.0625;0.34375;0;0.09375;2002;25887;0.100713;0.00691417;14.5661;38.8881
17;1958;784;628;0;56;58;0;0;0;0;53.3577;54.1019;0;0.165289;1.01395;2.633;217.837;0;0.09375;6;0.0625;0.325;0;0.0625;1958;25931;0.111256;0.0046339;24.0092;37.9553
18;1880;212;666;0;64;60;0;0;0;0;57.477;70.1642;0;0.57354;1.22074;2.62187;244.044;0;0.09375;7;0.08125;0.34375;0;0.2125;1880;35369;0.129812;0.00974776;13.3171;51.3663
19;1940;123;678;0;73;72;0;0;0;0;55.9722;64.3237;0;0.492761;1.14921;2.77791;143.944;0;0.03125;6;0.04375;0.25625;0;0.34375;1940;25949;0.0741978;0.00980774;7.56522;30.3762
20;1899;671;711;0;75;71;0;0;0;0;54.5934;61.5119;0;0.460757;1.12673;1.99228;138.944;0;0.09375;6;0.04375;0.225;0;0.125;1899;25990;0.0731668;0.0050158;14.5873;24.1718
21;2098;464;733;0;72;45;0;0;0;0;42.3897;71.3825;0;0.804584;1.68396;3.02265;324.312;0;0.24375;6;0.08125;0.40625;0;0.19375;2098;25791;0.154582;0.00667527;23.1574;65.3085
22;2232;885;746;0;75;76;0;0;0;0;54.3149;69.2452;0;0.620275;1.27489;1.234;120.312;0;0.0625;6;0.03125;0.1625;0;0.0625;2232;25657;0.0539033;0.00405744;13.2851;23.3738
23;4055;744;889;0;86;78;0;0;0;0;78.0274;88.2943;0;0.468016;1.13158;-2.79819;540.481;0;0.175;8;0.08125;0.425;0;0.09375;4055;43906;0.133285;0.00539631;24.6994;92.6746
