id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;511;1082;11;0;25;25;0;0;0;0;25.067;26.264;0;0.298451;1.04775;1.68395;154.454;0;0.36996;5;0.15906;0.463447;0.00620283;0.674789;511;6101;0.302258;0.117151;2.58007;24.2831
2;715;1029;13;0;32;29;0;0;0;0;26.873;34.4405;0;0.625439;1.2816;2.50397;292.16;0;0.504651;5;0.212229;0.566681;0.00620283;1;715;9849;0.408616;0.0909137;4.49454;41.745
3;467;91;12;0;40;28;0;0;0;0;22.7167;32.3757;0;0.712512;1.42519;2.23635;195.113;0;0.523261;5;0.219761;0.628266;0.00664589;0.300399;467;10097;0.4178;0.0270553;15.4425;26.5409
4;726;249;26;0;39;28;0;0;0;0;25.7557;37.9906;0;0.735109;1.47504;-2.89109;242.792;0;0.418698;5;0.174124;0.506867;0.00398753;0.470979;726;12062;0.334424;0.0451308;7.4101;47.5969
5;689;731;26;0;29;31;0;0;0;0;27.8119;31.8047;0;0.4851;1.14356;1.50412;293.131;0;0.548959;5;0.224634;0.614089;0.0110765;0.751883;689;12099;0.425443;0.094368;4.50834;45.4487
6;209;961;38;0;37;23;0;6.38269;0.245743;0;15.3251;39.1681;0;0.920278;2.55582;-2.78915;150.563;0;0.958794;5;0.372618;1;0.00487365;0.807709;209;14525;0.720399;0.05382;13.3853;26.7079
7;364;981;45;0;45;28;0;4.21441;0.162261;0;17.4822;62.3009;0;0.959822;3.56367;-2.78559;228.027;0;0.712892;5;0.319008;1;0.00487365;0.986708;364;15760;0.626449;0.0719859;8.70238;39.1175
8;753;769;60;0;29;47;0;0;0;0;25.1881;43.6391;0;0.816609;1.73253;1.55364;384.13;0;0.587505;5;0.26451;0.751883;0.00620283;0.736818;753;16761;0.510133;0.0971542;5.25075;57.2667
9;537;587;72;0;28;26;0;0;0;0;23.4668;29.3202;0;0.599514;1.24943;2.73;178.563;0;0.398758;5;0.173681;0.474966;0.00575977;0.550288;537;18784;0.33252;0.0623468;5.3334;34.7416
10;617;684;72;0;33;26;0;0;0;0;24.5279;32.307;0;0.650842;1.31715;-3.04945;272.917;0;0.561808;5;0.229508;0.707576;0.00886118;0.736818;617;18704;0.44233;0.0856574;5.16394;54.5706
