id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;411;914;8;0;27;20;0;0;0;0;20.0112;27.0385;0;0.672494;1.35116;2.78356;113.984;0;0.255807;5;0.14501;0.3914;0.00627737;0.398305;411;9180;0.277333;0.047368;5.85485;17.7073
2;163;980;3;0;26;9;0;0;0;0;9.64325;23.8425;0;0.914557;2.47245;-3.09816;41.7125;0;0.348085;5;0.134338;0.382926;0.00690511;0.445386;163;9428;0.255905;0.0769884;3.32394;9.81102
3;349;253;10;0;22;22;0;0;0;0;19.3783;23.1455;0;0.546837;1.1944;0.935798;93.7373;0;0.263026;5;0.141243;0.387948;0.00941606;0.537352;349;9242;0.268588;0.0374417;7.17351;13.8264
4;682;740;27;0;55;41;0;2.3845;0.112758;0;43.8052;60.307;0;0.687304;1.37671;-3.05427;301.53;0;0.532957;5;0.227558;1;0.00847445;0.561833;682;11272;0.442127;0.0706482;6.25814;60.0098
5;951;1037;26;0;34;39;0;0;0;0;30.7855;39.7721;0;0.633128;1.29191;1.83037;295.94;0;0.379159;5;0.162586;0.445386;0.00627737;0.382926;951;11285;0.311188;0.0564143;5.51612;43.8103
6;483;1092;31;0;18;47;0;0;0;0;18.2229;46.8785;0;0.921353;2.57251;1.46675;115.247;0;0.295983;5;0.125549;0.338983;0.00627737;0.445386;483;6525;0.238607;0.0900425;2.64994;23.7759
7;530;940;40;0;34;38;0;0;0;0;24.241;29.4081;0;0.566155;1.21315;1.63151;130.442;0;0.274325;5;0.130572;0.347144;0.00690511;0.494664;530;14621;0.246118;0.0572253;4.30085;19.9209
8;471;806;53;0;26;24;0;0;0;0;22.7044;26.5786;0;0.519887;1.17064;-2.92531;125.8;0;0.314187;5;0.140616;0.39705;0.00627737;0.636221;471;16070;0.267092;0.0776892;3.43795;23.5123
9;628;574;64;0;27;30;0;0;0;0;26.598;30.1774;0;0.472394;1.13457;1.89566;173.379;0;0.30791;5;0.145324;0.391086;0.00816058;0.398619;628;17303;0.276082;0.0456075;6.05343;28.5904
10;299;7;72;0;21;37;0;0;0;0;15.9991;45.5903;0;0.936401;2.84955;1.34295;78.6419;0;0.346202;5;0.136535;0.386064;0.00376642;0.511613;299;8809;0.263016;0.0621368;4.23286;19.4435
