id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;887;357;4;1;49;11;4;0;0;0;3.16103;10.517;44.8319;0.997511;14.1827;3.14108;226.255;0;0.294821;5;0.12749;0.633466;0;0.521912;887;47068;0.255079;0.0216709;11.7706;66.7875
2;8836;277;41;1;68;77;4;0;0;0;3.34029;58.9918;71.0718;0.998895;21.2771;1.40876;1954.18;0;0.207171;6;0.115538;0.605578;0;0.525896;8836;93869;0.22116;0.0132402;16.7036;358.561
3;3700;391;189;1;59;53;4;5.01694;2.43437;0.0021247;2.85367;46.9863;53.0021;0.99855;18.5733;1.46534;1882.62;0;0.721116;5;0.258964;1;0;1;3700;92905;0.508815;0.0682613;7.45393;434.688
4;7668;480;207;1;57;70;5;0;0;0;3.53984;51.7012;68.2036;0.998652;19.2674;1.81091;2449.21;0;0.394422;6;0.163347;0.733068;0;1;7668;89192;0.319406;0.0440272;7.25473;438.688
5;5488;336;219;1;60;62;4;2.01272;1.3154;0.00280212;3.18706;49.4033;60.6758;0.99862;19.0382;0.884089;2498.11;0;0.219124;5;0.231076;1;0;1;5488;91117;0.455193;0.0552419;8.24001;525.215
6;3235;409;219;1;52;56;3;4.9028;2.58445;0.0012552;2.70394;42.191;58.2859;0.998923;21.5559;1.16527;1593.37;0;0.800797;5;0.250996;1;0;1;3235;93370;0.492543;0.0681981;7.22223;328.82
7;3720;209;232;1;55;54;3;0;0;0;2.53946;40.5794;58.6051;0.999061;23.0778;2.2381;1168.73;0;0.366534;5;0.159363;0.721116;0;0.693227;3720;92885;0.314174;0.0335669;9.35965;237.266
8;5937;128;250;1;67;60;4;0;0;0;2.98862;50.5143;66.074;0.998977;22.1085;2.60758;1885.71;0;0.537849;5;0.163347;0.693227;0;0.721116;5937;90668;0.317622;0.027723;11.457;365.055
9;6374;349;343;1;67;66;5;3.29165;3.20522;0.00208266;3.75793;53.0071;59.3433;0.997993;15.7915;0.131051;1920.62;0;0.266932;5;0.155378;1;0;1;6374;90231;0.301321;0.0262071;11.4977;472.117
10;7830;185;386;1;61;64;5;0;0;0;4.90654;48.4921;54.9811;0.99601;11.2057;2.30967;1523.37;0;0.350598;5;0.0996016;0.474104;0;0.290837;7830;82520;0.194556;0.0172607;11.2716;266.559
11;1600;370;437;1;57;17;4;0.434396;0.525847;0;3.03763;15.4509;57.4016;0.998599;18.8968;0.0307354;831.04;0;0.729084;5;0.262948;1;0;0.816733;1600;49135;0.5194;0.0164018;31.6671;208.8
