id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;2578;356;9;1;56;25;4;0;0;0;3.44423;24.8955;52.3106;0.99783;15.1879;3.06625;655.924;0;0.322709;5;0.12749;0.669323;0;0.422311;2578;45377;0.254431;0.0208451;12.2058;143.119
2;8583;276;28;1;65;64;5;0;0;0;3.71065;57.7192;63.8656;0.998311;17.2114;0.909293;1900.12;0;0.278884;6;0.115538;0.462151;0;0.673307;8583;85772;0.221381;0.0181503;12.1971;322.787
3;8479;337;141;1;77;70;4;0;0;0;3.27551;58.4347;69.7797;0.998898;21.3034;0.723077;3441.65;0;0.537849;6;0.207171;0.76494;0;1;8479;130966;0.405902;0.0327755;12.3843;642.7
4;6446;332;223;1;72;66;3;13.6074;9.1953;0.0134359;3.01451;54.9477;75.7226;0.999207;25.1194;0.609879;2902.68;0;0.310757;6;0.231076;1;0;0.98008;6446;132999;0.450306;0.0392336;11.4776;758.662
5;4671;128;237;1;61;58;5;0;0;0;3.64737;39.662;51.8203;0.99752;14.2076;2.05564;1089.41;0;0.406375;5;0.119522;0.533865;0;0.513944;4671;91934;0.233228;0.0323842;7.20189;187.442
6;4101;227;236;1;62;62;5;0;0;0;3.75683;35.6457;51.3112;0.997316;13.6581;2.24125;950;0;0.191235;5;0.119522;0.501992;0;0.98008;4101;92504;0.231651;0.0319581;7.24857;170.408
7;5285;492;253;1;41;54;5;0;0;0;4.07133;40.1934;52.9358;0.997038;13.0021;1.16662;2231.48;0;0.533865;5;0.215139;0.816733;0;0.713147;5285;56570;0.422229;0.0360469;11.7133;437.593
8;5181;203;260;1;59;57;5;0;0;0;3.78853;39.4419;55.5094;0.997668;14.652;2.39376;1205.92;0;0.338645;5;0.119522;0.541833;0;0.533865;5181;91424;0.232758;0.0361872;6.43205;225.921
9;5287;114;261;1;61;65;5;0;0;0;3.54415;41.0933;58.4606;0.998161;16.495;2.21691;1189.1;0;0.350598;5;0.115538;0.533865;0;0.501992;5287;91318;0.224908;0.0269863;8.33416;204.99
10;12999;346;352;1;87;77;5;0.207097;0.210868;0.000628518;3.4838;71.6136;85.8513;0.999176;24.643;0.267118;3182.09;0;0.247012;7;0.123506;1;0;1;12999;170351;0.244794;0.0287006;8.52924;731.424
11;5763;208;424;1;72;46;5;0;0;0;3.19124;42.741;69.5591;0.998947;21.7969;0.295995;1730.96;0;0.374502;6;0.155378;0.784861;0;0.820717;5763;77737;0.300358;0.0132343;22.6954;319.335
12;4872;383;430;1;76;32;5;42.7673;47.7807;0.139769;4.06284;31.8373;69.5055;0.99829;17.1076;3.09295;2132.1;0;0.541833;6;0.223108;1;0;1;4872;67773;0.437622;0.0390605;11.2037;527.033
13;52;509;440;0;7;7;2;0;0;0;2.20115;5.43727;7.94466;0.960853;3.60933;2.25441;18.8287;0;0.50996;5;0.191235;0.681275;0;0.171315;52;26228;0.36209;0.00728274;49.7189;6.64063
