id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;2137;355;6;1;58;18;5;0;0;0;4.32802;17.9972;47.6553;0.995867;11.0109;3.11009;395.976;0;0.0557769;5;0.0956175;0.569721;0;0.350598;2137;45818;0.185295;0.0107782;17.1916;97.3843
2;12193;260;65;1;71;85;5;0;0;0;3.99414;59.6354;82.0347;0.998814;20.5388;1.65106;2679.15;0;0.223108;7;0.115538;0.565737;0;0.569721;12193;141242;0.219728;0.0130925;16.7827;446.144
3;6507;439;148;1;59;56;5;0;0;0;3.68987;51.9127;54.2951;0.997688;14.7147;2.65438;2246.95;0;0.346614;5;0.175299;0.705179;0;1;6507;90098;0.345312;0.0448497;7.69933;388.252
4;4163;316;206;1;48;51;4;2.26679;1.35396;0.00160994;3.33448;42.5303;53.2996;0.998041;15.9844;1.90002;1242.28;0;0.187251;5;0.151394;1;0;1;4163;92442;0.29841;0.0427837;6.97485;338.87
5;4796;202;227;1;56;52;4;0;0;0;3.43836;40.2827;56.3579;0.998137;16.3909;2.41747;1527.79;0;0.442231;5;0.163347;0.860558;0;0.824701;4796;91809;0.318555;0.0313958;10.1464;319.62
6;7167;420;230;1;57;66;5;3.02079;1.61109;0.00667579;4.20219;47.9205;62.0988;0.997708;14.7777;1.22344;2696.31;0;0.199203;5;0.191235;1;0;1;7167;89438;0.376212;0.0638435;5.89272;623.41
7;6830;348;231;1;57;61;4;0.948503;0.647246;0.0018258;3.61331;52.6252;57.9473;0.998054;16.0372;2.22121;2190.82;0;0.2749;5;0.163347;1;0;1;6830;89775;0.320765;0.0646308;4.96304;487.292
8;5802;118;254;1;57;58;5;0;0;0;3.46409;49.431;57.5394;0.998186;16.6102;1.98173;1726.37;0;0.462151;5;0.151394;0.792829;0;0.860558;5802;90803;0.297548;0.0401248;7.41557;284.089
9;368;509;252;1;9;35;3;0;0;0;3.0917;8.00904;27.6761;0.993741;8.95175;1.59878;112.972;0;0.426295;5;0.155378;0.59761;0;0.992032;368;49672;0.30699;0.0194688;15.7683;32.6651
10;4842;180;255;1;56;58;4;0;0;0;3.20257;49.7858;58.2321;0.998487;18.1829;2.27236;1532.65;0;0.187251;5;0.163347;0.860558;0;0.792829;4842;91763;0.316533;0.047809;6.62078;310.906
11;13518;351;345;1;85;79;5;0;0;0;3.65025;70.6706;83.243;0.999038;22.8047;0.272655;3665.64;0;0.410359;7;0.139442;0.685259;0;1;13518;172727;0.271164;0.0377397;7.18513;637.535
12;8245;172;368;1;64;68;4;0;0;0;3.36512;61.3831;62.9012;0.998568;18.6921;0.961913;2232.06;0;0.278884;6;0.139442;0.557769;0;0.645418;8245;128695;0.270716;0.0183059;14.7884;381.825
13;5346;310;426;1;79;39;4;0;0;0;3.30023;37.0114;75.9359;0.999055;23.0093;0.175341;2337.04;0;0.430279;7;0.223108;0.868526;0;0.733068;5346;91154;0.437156;0.0449776;9.71943;452.497
