id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;9601;286;80;1;78;80;4;0.424359;0.130903;0;3.05371;67.1364;80.3796;0.999278;26.3219;2.21835;2559.16;0;0.262948;7;0.135458;1;0;1;9601;157344;0.26655;0.0230083;11.5849;618.909
2;6510;442;124;1;71;73;4;0.348986;0.109727;0.000396125;3.18377;50.3709;75.1062;0.999101;23.5903;0.935822;2524.46;0;0.418327;6;0.199203;1;0;1;6510;123750;0.387781;0.0195333;19.8523;580.566
3;5170;208;152;1;48;60;4;0.332957;0.229544;0;3.3569;42.7187;57.9368;0.99832;17.259;1.76761;1276.44;0;0.322709;5;0.123506;1;0;1;5170;91435;0.246894;0.034182;7.22291;290.659
4;8086;203;180;1;64;80;5;0.211134;0.145558;0;3.38462;53.3308;80.7131;0.99912;23.847;1.71742;2012.94;0;0.370518;6;0.12749;1;0;1;8086;131359;0.248941;0.0243684;10.2157;423.791
5;8701;422;230;1;73;76;5;6.51077;3.50902;0.00490666;3.74286;55.04;75.4967;0.99877;20.1709;1.12124;2649.46;0;0.326693;6;0.155378;1;0;1;8701;130744;0.3045;0.043453;7.00757;643.896
6;11271;344;234;1;69;78;5;0;0;0;3.86375;64.8936;71.9072;0.998555;18.6107;1.52788;2994.5;0;0.143426;6;0.135458;0.972112;0;1;11271;128174;0.265681;0.0451324;5.8867;557.686
7;5254;114;263;1;60;58;4;0;0;0;3.30943;48.5485;57.9549;0.998368;17.512;2.34337;1477.43;0;0.282869;5;0.143426;0.641434;0;0.585657;5254;91351;0.281202;0.0240437;11.6955;310.199
8;6263;274;295;1;65;67;4;0;0;0;2.93892;59.0095;61.5002;0.998858;20.9261;1.09024;1610.37;0;0.338645;6;0.131474;0.549801;0;0.972112;6263;133182;0.257125;0.0355797;7.22672;334.372
9;6988;150;350;1;72;73;4;0;0;0;2.56565;64.7729;69.3676;0.999316;27.0371;0.570627;1712.69;0;0.298805;6;0.12749;0.585657;0;0.641434;6988;132457;0.245089;0.0242794;10.0945;338.626
10;5882;406;378;1;59;58;5;0;0;0;3.29611;52.9189;55.8454;0.998257;16.9428;0.859271;1602.07;0;0.338645;5;0.139442;0.585657;0;0.709163;5882;86553;0.272368;0.0177771;15.3212;315.77
11;5943;279;401;1;55;66;4;0;0;0;3.33446;48.8323;63.4692;0.998619;19.0343;1.36361;2386.81;0;0.482072;5;0.203187;0.792829;0;0.856574;5943;72592;0.401617;0.0356219;11.2745;374.485
12;783;136;437;0;56;15;3;0;0;0;2.16485;14.1964;50.6989;0.999088;23.4191;0.00173218;133.725;0;0.211155;5;0.0876494;0.394422;0;0.533865;783;49952;0.170786;0.0188676;9.05182;39.3288
13;615;333;437;0;44;14;3;0;0;0;2.16247;13.8326;38.9359;0.998456;18.0053;0.0329529;199.084;0;0.346614;5;0.163347;0.856574;0;0.792829;615;50120;0.323713;0.0834472;3.87926;57.7047
