id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;6835;380;203;5;66;59;10;0;0;0;5.77727;44.0732;46.8964;0.992383;8.11741;2.13403;2870.24;0;0.669456;5;0.221757;0.958159;0.0167364;1;6835;263659;0.419932;0.175456;2.39337;527.074
2;4519;214;341;5;63;59;8;0.798134;1.3194;0.0152753;6.06314;35.2324;43.6803;0.990319;7.20423;1.14087;2094.89;0;0.690377;5;0.242678;1;0.0125523;1;4519;265975;0.463574;0.147999;3.13228;414.286
3;5853;350;153;6;59;61;9;0;0;0;6.53318;39.1629;45.8644;0.989803;7.02023;2.34274;2519.65;0;0.426778;5;0.225941;0.987448;0.0125523;1;5853;283962;0.430488;0.166526;2.58512;438.056
4;6705;463;163;5;61;60;9;0;0;0;5.9649;39.2129;57.9503;0.994688;9.71522;0.644455;3006.1;0;0.615063;5;0.23431;0.987448;0.0125523;1;6705;283110;0.448337;0.183348;2.44527;587.802
5;3511;293;184;5;59;61;9;0.825683;0.517109;0.0169082;5.56432;31.591;45.0781;0.992352;8.10126;1.33672;1419.43;0;0.422594;5;0.213389;1;0.0167364;1;3511;286304;0.404281;0.16217;2.49295;253.282
6;3757;234;212;5;57;59;9;0;0;0;5.64592;40.9946;43.8534;0.991678;7.76727;2.61638;1502.16;0;0.723849;5;0.213389;0.974895;0.0167364;1;3757;286058;0.399831;0.129117;3.09666;277.45
7;4797;462;220;6;58;61;9;0.823664;0.407356;0.00895287;5.98939;39.1864;44.1521;0.990756;7.37171;2.10229;2233.92;0;0.656904;5;0.242678;1;0.0083682;1;4797;285018;0.465692;0.180324;2.58253;430.478
8;5280;493;244;6;60;57;9;0;0;0;7.0145;36.7069;50.2118;0.990194;7.15829;0.619539;2325.04;0;0.74477;5;0.230126;0.995816;0.0083682;1;5280;284535;0.440348;0.183083;2.40518;473.153
9;2464;217;274;6;54;56;8;14.9066;18.8113;0.38215;4.88449;29.1839;45.3979;0.994195;9.29431;1.30322;1465.39;0;0.895397;5;0.309623;1;0.0167364;1;2464;287351;0.594721;0.133874;4.44238;288.696
10;4245;166;303;5;54;54;9;0;0;0;5.52006;35.5789;38.0247;0.989407;6.88845;2.09485;2014.52;0;0.627615;5;0.246862;0.991632;0.0125523;1;4245;285570;0.474563;0.145359;3.26476;388.359
11;5005;402;338;6;60;54;9;0.656229;0.563537;0.011484;5.93806;37.8965;39.5652;0.988673;6.66299;2.59096;2438.17;0;0.711297;5;0.25523;1;0.0125523;1;5005;284810;0.487147;0.143201;3.40184;448.812
12;4854;481;364;6;57;61;9;0.805342;0.600665;0.00835417;5.8838;38.2588;44.4069;0.991183;7.54733;1.74923;2394.01;0;0.807531;5;0.259414;1;0.0167364;1;4854;284961;0.493205;0.176828;2.78919;467.351
13;5711;363;369;6;64;60;9;0;0;0;7.31298;37.1189;40.8525;0.983847;5.58631;2.32088;2414.65;0;0.343096;5;0.221757;0.983264;0.0125523;1;5711;284104;0.422807;0.155469;2.71955;435.355
14;4433;405;391;6;57;59;10;0;0;0;5.75946;33.7407;48.0562;0.992792;8.34388;0.634018;2011.96;0;0.594142;5;0.238494;0.991632;0.0125523;1;4433;285382;0.453861;0.149838;3.02901;410.957
15;5650;379;142;6;59;58;9;0.601642;0.226603;0.00947468;6.30296;36.3148;54.2363;0.993224;8.60489;2.95094;2533.07;0;0.970711;5;0.23431;1;0.0125523;1;5650;303486;0.44833;0.157825;2.84068;463.072
16;5768;440;145;6;60;61;9;0;0;0;6.28069;42.0321;49.4544;0.991903;7.87404;0.769417;2668.28;0;0.786611;5;0.242678;0.995816;0.0167364;1;5768;303368;0.4626;0.168926;2.73848;525.027
17;8484;585;204;6;61;62;9;13.0285;4.4222;0.198602;7.17455;39.6359;50.966;0.990042;7.10373;1.0046;5286.96;0;0.966527;5;0.322176;1;0.0167364;1;8484;300652;0.623169;0.187842;3.31752;867.362
18;4199;200;237;6;65;58;9;0;0;0;5.8639;35.8895;37.5732;0.987747;6.40755;2.54963;1942.87;0;0.631799;5;0.242678;0.987448;0.0167364;1;4199;304937;0.462698;0.12258;3.77464;358.697
19;7705;291;242;7;61;61;9;0;0;0;6.95782;39.124;46.8709;0.98892;6.73644;2.90498;3841.66;0;0.878661;5;0.259414;0.991632;0.0167364;1;7705;301431;0.498594;0.14506;3.43715;687.359
20;4516;560;241;6;59;56;9;0.946501;0.425152;0.00858894;6.14085;33.9149;47.72;0.991686;7.77092;2.30157;2328.58;0;0.782427;5;0.267782;1;0.0125523;1;4516;304620;0.515629;0.210461;2.45;457.021
21;5310;117;260;7;56;58;9;0.38803;0.855614;0.0211062;5.92893;37.8942;44.0137;0.990886;7.42354;0.964905;2463.73;0;0.970711;5;0.242678;1;0.0125523;1;5310;303826;0.463978;0.123304;3.76288;446.993
22;4118;289;299;6;57;50;9;16.0919;17.3517;0.369753;5.4663;32.9085;56.7876;0.995356;10.3887;3.08473;2544.94;0;0.987448;5;0.322176;1;0.0167364;1;4118;305018;0.618004;0.147151;4.1998;446.213
23;5505;522;314;7;61;58;8;6.90043;3.91021;0.0985825;6.08786;37.672;50.2976;0.992648;8.26195;2.47396;2961.99;0;0.845188;5;0.276151;1;0.0083682;1;5505;303631;0.538053;0.191523;2.80934;595.281
24;4549;454;397;6;61;58;9;0;0;0;6.03795;35.5762;47.4569;0.991873;7.85978;2.61299;2152.94;0;0.778243;5;0.246862;0.991632;0.0125523;1;4549;304587;0.473278;0.163078;2.90215;427.777
25;5224;208;175;8;61;59;9;0;0;0;7.02239;35.3277;42.8464;0.986477;6.1014;0.917627;2124.95;0;0.527197;5;0.213389;0.979079;0.0125523;1;5224;323233;0.406766;0.0948577;4.28817;390.431
26;5221;540;196;7;58;51;9;1.00635;0.362228;0.0136342;6.23638;37.4766;43.1489;0.9895;6.9189;2.57504;2713.76;0;0.891213;5;0.267782;1;0.0083682;1;5221;323236;0.519778;0.214729;2.42062;488.019
27;3040;367;304;7;55;58;9;12.0306;9.91764;0.225177;6.11494;25.6766;38.8257;0.987519;6.34931;1.66881;1829.67;0;0.857741;5;0.313808;1;0.0167364;1;3040;325417;0.601866;0.138221;4.35437;279.29
