id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;6784;381;211;5;60;63;9;0;0;0;5.7053;43.668;48.1174;0.992946;8.4338;2.15698;2918.33;0;0.665272;5;0.225941;0.974895;0.0167364;1;6784;263710;0.430177;0.170218;2.52721;564.163
2;4415;174;310;5;59;53;9;0;0;0;5.61397;36.5451;39.0717;0.989624;6.95973;0.337174;1983.72;0;0.74477;5;0.23431;0.987448;0.0125523;1;4415;266079;0.449313;0.133124;3.37516;382.127
3;4116;222;345;5;60;57;9;0;0;0;5.97385;35.655;42.675;0.990154;7.14364;1.29038;1912.37;0;0.627615;5;0.242678;0.995816;0.0125523;1;4116;266378;0.46462;0.145331;3.19697;395.191
4;5671;343;156;6;61;60;9;0;0;0;6.38321;38.322;46.6625;0.990599;7.31019;3.02324;2434.03;0;0.740586;5;0.225941;0.991632;0.0167364;1;5671;284144;0.429205;0.169441;2.53307;444.043
5;2626;268;200;6;53;51;8;18.8001;14.0072;0.3998;5.12603;21.9341;46.4705;0.993897;9.06558;1.12558;1690.85;0;0.933054;5;0.334728;1;0.0167364;1;2626;287189;0.643886;0.158795;4.05482;237.877
6;4809;259;287;5;51;59;8;6.5207;7.03886;0.144472;5.73338;32.4118;43.3116;0.9912;7.55429;1.70668;2879.44;0;0.627615;5;0.309623;1;0.0125523;1;4809;285006;0.59876;0.150861;3.96895;502.927
7;4602;369;369;6;59;60;9;0;0;0;6.4091;35.5901;38.6321;0.986142;6.02769;1.55472;2011.9;0;0.464435;5;0.230126;0.987448;0.0167364;1;4602;285213;0.437179;0.155171;2.81739;366.94
8;5581;526;138;6;57;50;9;2.74985;0.707103;0.0367491;5.62269;35.7135;52.1734;0.994176;9.27907;0.054642;3156.54;0;0.460251;5;0.292887;1;0.0125523;1;5581;303555;0.565586;0.159535;3.54523;598.663
9;5829;376;156;6;61;58;9;0;0;0;6.27598;39.5065;53.457;0.993084;8.5177;0.228709;2652.23;0;0.669456;5;0.238494;0.995816;0.0125523;1;5829;303307;0.455006;0.159639;2.85022;526.268
10;7795;584;210;6;57;57;9;7.52876;2.64819;0.0920991;6.64521;39.7937;50.1882;0.991196;7.55254;1.095;4408.29;0;0.849372;5;0.292887;1;0.0125523;1;7795;301341;0.565528;0.1831;3.08864;804.893
11;7420;311;242;7;59;58;9;0.35235;0.264263;0.00785494;6.47629;39.3882;48.1343;0.990907;7.43239;2.31948;3564.64;0;0.552301;5;0.251046;1;0.0167364;1;7420;301716;0.480409;0.159469;3.01256;666.636
12;3498;215;249;6;60;57;9;0.931174;1.11785;0.0266685;6.42526;29.2932;39.2494;0.98651;6.1086;1.47862;1799.88;0;0.991632;5;0.267782;1;0.0125523;1;3498;305638;0.514546;0.136363;3.77334;299.863
13;3442;558;258;7;59;59;9;38.2983;17.6415;0.393813;7.02501;29.6602;39.0881;0.983717;5.56413;1.43211;1747.02;0;1;5;0.263598;1;0.0125523;1;3442;305694;0.507561;0.189447;2.67917;301.009
14;3797;143;265;6;54;59;8;2.513;4.66231;0.109547;5.81728;31.2856;44.5302;0.99143;7.65481;1.57515;1825.7;0;0.891213;5;0.251046;1;0.0125523;1;3797;305339;0.480829;0.124666;3.85693;300.109
15;2595;499;267;6;57;60;9;56.5196;30.2665;0.697077;5.67929;29.1103;38.98;0.989329;6.86354;0.874494;1560.8;0;1;5;0.313808;1;0.0167364;1;2595;306541;0.601466;0.189682;3.17092;273.221
16;3223;404;267;6;57;58;9;13.3575;8.78418;0.187047;5.75909;31.6278;48.016;0.992781;8.33743;0.671756;1710.8;0;1;5;0.276151;1;0.0125523;1;3223;305913;0.530811;0.153584;3.45617;306.99
17;5697;333;300;6;58;59;8;11.3281;10.3689;0.215003;6.34364;37.5149;45.5926;0.990273;7.18713;1.47374;3162.74;0;0.472803;5;0.288703;1;0.0125523;1;5697;303439;0.555158;0.151518;3.66397;558.394
18;5192;114;317;7;57;55;9;0.398775;1.07736;0.0201063;6.36805;36.7575;38.2733;0.986061;6.01021;2.27669;2387.31;0;0.757322;5;0.238494;1;0.0125523;1;5192;303944;0.459806;0.108413;4.24124;462.241
19;4593;479;363;6;58;62;9;2.37156;1.82434;0.0282329;6.38885;32.7156;46.0891;0.990346;7.214;1.35049;2408.54;0;0.623431;5;0.276151;1;0.0167364;1;4593;304543;0.524393;0.165193;3.17442;435.869
20;3659;426;381;6;56;57;9;56.1107;49.8578;0.805432;5.96808;26.1208;44.0434;0.990777;7.37982;1.82558;2403.68;0;1;5;0.343096;1;0.0167364;1;3659;305477;0.656922;0.162175;4.05069;325.527
21;4706;280;150;8;59;56;10;0.923576;0.489237;0.022605;6.29637;35.8659;44.4565;0.98992;7.06065;3.03795;2477.33;0;0.882845;5;0.271967;1;0.0125523;1;4706;323751;0.526419;0.139;3.7872;476.146
22;9690;143;202;7;65;63;9;0.228174;0.288596;0.0119255;6.18161;50.471;52.2497;0.992977;8.45243;1.77993;5031.25;0;0.728033;5;0.271967;1;0.0167364;1;9690;318767;0.519223;0.0864787;6.00406;909.119
23;4361;540;201;8;61;54;9;8.09004;2.95373;0.111713;6.01225;37.1745;41.9447;0.989674;6.97654;2.3256;2399;0;1;5;0.288703;1;0.0167364;1;4361;324096;0.550104;0.203935;2.69744;428.633
24;5562;502;313;8;62;59;8;3.99408;2.43714;0.0561476;6.10232;41.0008;49.5156;0.992377;8.11422;2.80807;3027.73;0;0.920502;5;0.284519;1;0.0167364;1;5562;322895;0.54436;0.188582;2.88659;591.42
25;4395;393;324;7;57;58;9;1.34949;1.08601;0.0270235;6.41298;33.7509;35.9995;0.984005;5.61353;2.05437;2368.31;0;0.723849;5;0.280335;1;0.0125523;1;4395;324062;0.538863;0.145449;3.70483;444.892
26;6342;293;359;7;58;57;9;7.40502;9.01431;0.200939;9.11497;32.3217;40.354;0.974156;4.42722;1.05865;3364.21;0;0.435146;5;0.276151;1;0.0125523;1;6342;322115;0.530465;0.149147;3.55665;550.693
27;6200;239;380;7;59;61;9;0.629227;0.983574;0.0195412;6.23378;39.3769;44.9384;0.990332;7.20886;1.25768;3070.44;0;0.58159;5;0.259414;1;0.0125523;1;6200;322257;0.495233;0.137027;3.61413;546.013
28;4847;470;115;9;49;51;9;5.15504;1.2527;0.094777;6.11402;34.706;36.7857;0.986091;6.01661;1.23101;2912.1;0;0.953975;5;0.309623;1;0.0125523;1;4847;342931;0.600804;0.128696;4.66839;549.998
29;5999;547;138;8;60;57;9;9.19415;2.31293;0.132895;6.05599;36.0672;51.7897;0.99314;8.55181;0.0180983;3611.86;0;0.974895;5;0.309623;1;0.0125523;1;5999;341779;0.602076;0.162817;3.69786;662.448
30;3105;222;170;8;61;58;9;14.0495;10.677;0.510294;5.63158;34.2374;50.4723;0.993756;8.96236;2.81106;1734.29;0;0.966527;5;0.288703;1;0.0125523;1;3105;344673;0.558548;0.107016;5.21931;275.462
31;5351;83;275;8;56;58;10;0;0;0;6.29844;36.4607;42.7247;0.989074;6.78338;0.0662249;2437.37;0;0.32636;5;0.238494;0.995816;0.0125523;1;5351;342427;0.455498;0.0992667;4.58863;481.079
