id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;2964;411;59;0;67;67;0;0;0;0;62.213;64.0902;0;0.240249;1.03017;2.83679;190.31;0;0.144172;5;0.0368098;0.220859;0.00613497;0.47546;2964;14967;0.0642067;0.0513206;1.25109;25.8427
2;466;366;118;0;42;36;0;0;0;0;18.6994;39.164;0;0.878651;2.0944;2.79022;102.095;0;0.260736;5;0.116564;0.47546;0.00306748;0.303681;466;18855;0.219088;0.0546354;4.01001;26.9091
3;1481;274;142;0;63;62;0;0;0;0;44.5008;51.5079;0;0.503558;1.15746;0.441467;157.209;0;0.358896;5;0.0613497;0.411043;0.00920245;0.349693;1481;17840;0.106151;0.0494136;2.14821;27.5256
4;2027;406;171;0;65;64;0;0;0;0;50.5039;58.7259;0;0.510304;1.1628;2.73879;203.69;0;0.214724;5;0.0552147;0.303681;0.00306748;0.972393;2027;17294;0.100489;0.0616895;1.62896;30.9302
5;819;236;204;0;44;46;0;0;0;0;33.7131;39.3183;0;0.514584;1.16626;2.61646;140.518;0;0.211656;5;0.095092;0.380368;0.00920245;0.411043;819;18502;0.171573;0.0507174;3.38292;25.1849
6;405;354;214;0;31;24;0;0;0;0;17.3119;34.622;0;0.866009;1.99989;2.64485;157.138;0;0.380368;5;0.199386;0.972393;0.00306748;0.303681;405;18916;0.387995;0.0565842;6.85694;33.0904
7;2333;317;272;0;66;66;0;0;0;0;56.0434;61.4236;0;0.409279;1.096;2.49769;201.521;0;0.116564;5;0.0490798;0.297546;0.00920245;0.972393;2333;16988;0.0863795;0.0553313;1.56113;30.6122
8;526;233;314;0;32;40;0;0;0;0;30.4096;36.3716;0;0.548608;1.19606;1.59395;154.086;0;0.110429;5;0.156442;0.907975;0.00920245;0.153374;526;18795;0.292939;0.0476199;6.15161;49.5207
9;1677;287;464;0;63;64;0;0;0;0;46.2611;55.6101;0;0.554953;1.20209;1.23104;211.764;0;0.279141;5;0.0674847;0.377301;0.00306748;0.312883;1677;17644;0.126276;0.0501259;2.51917;30.0665
10;2892;370;494;0;67;65;0;0;0;0;62.3631;63.0007;0;0.141918;1.01023;2.71735;206.62;0;0.190184;5;0.0398773;0.214724;0.00306748;0.312883;2892;16429;0.0714458;0.0509578;1.40206;29.3732
11;2766;327;526;0;65;66;0;0;0;0;61.0429;63.5013;0;0.275556;1.04027;1.20894;199.061;0;0.202454;5;0.0398773;0.312883;0.00306748;0.377301;2766;16555;0.0719671;0.0618738;1.16313;30.9413
12;1280;446;580;0;40;56;0;0;0;0;32.063;53.8236;0;0.803203;1.67868;1.86832;194.46;0;0.150307;5;0.0828221;0.263804;0.00613497;0.300613;1280;18041;0.151922;0.0628417;2.41753;29.0426
13;999;388;583;0;45;49;0;0;0;0;32.65;42.6743;0;0.643916;1.30703;0.11959;154.699;0;0.251534;5;0.0828221;0.300613;0.00613497;0.312883;999;18322;0.154854;0.0624287;2.4805;28.5867
14;2513;291;602;0;66;66;0;0;0;0;59.9087;61.2394;0;0.207333;1.02221;1.03985;189.46;0;0.226994;5;0.0429448;0.319018;0.00613497;0.708589;2513;16808;0.0753922;0.0539258;1.39807;29.0574
15;1689;500;606;0;58;52;0;0;0;0;37.205;60.5974;0;0.789329;1.62874;2.69436;259.301;0;0.196319;5;0.0828221;0.279141;0.00920245;1;1689;17632;0.153523;0.0601602;2.5519;36.7305
16;299;570;625;0;36;23;0;6.84258;7.63681;0;20.17;39.4276;0;0.859242;1.95477;2.86466;81.8405;0;0.156442;5;0.144172;1;0.00613497;0.279141;299;19022;0.273714;0.0566841;4.82876;25.653
17;2301;410;643;0;64;66;0;0;0;0;56.5931;60.8557;0;0.367674;1.07532;0.097169;179.018;0;0.208589;5;0.0460123;0.251534;0.00920245;0.300613;2301;17020;0.0778007;0.0613286;1.26859;27.8084
18;1176;675;659;0;61;63;0;0;0;0;34.6985;54.7312;0;0.77335;1.57734;2.94519;154.911;0;0.217791;5;0.0736196;0.343558;0.00613497;0.119632;1176;16755;0.131728;0.0463246;2.84358;31.34
19;997;46;662;0;46;44;0;0;0;0;37.8141;42.3931;0;0.45206;1.12109;2.78165;219.371;0;0.312883;5;0.116564;0.478528;0.00613497;0.134969;997;15127;0.220031;0.0479865;4.58527;46.7854
20;218;198;661;0;27;13;0;0;0;0;11.2369;26.9412;0;0.908866;2.39757;0.080292;71.8834;0;0.389571;5;0.174847;0.720859;0.00920245;0.766871;218;19103;0.329741;0.0570456;5.7803;24.5469
21;314;268;669;0;18;26;0;0;0;0;16.0158;25.4269;0;0.776695;1.58761;1.85136;107.055;0;0.668712;5;0.180982;0.708589;0.00920245;0.766871;314;19007;0.34094;0.0594428;5.7356;15.8677
22;2097;531;671;0;65;66;0;0;0;0;54.6586;59.0362;0;0.377892;1.08009;0.515038;175.819;0;0.128834;5;0.0490798;0.266871;0.00920245;1;2097;17224;0.0838438;0.0617812;1.35711;25.7901
