id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;7723;124;23;1;68;54;5;0;0;0;3.83821;51.9374;63.023;0.998144;16.4199;2.68708;1476.7;0;0.36255;6;0.0996016;0.446215;0;0.438247;7723;72437;0.191207;0.031582;6.05431;238.17
2;4596;219;51;1;46;51;5;0;0;0;3.81581;43.7579;49.5547;0.997031;12.9867;1.9914;1046.2;0;0.219124;5;0.115538;0.501992;0;0.653386;4596;76024;0.227632;0.0297742;7.64528;202.53
3;5083;226;79;1;55;53;5;0;0;0;3.53938;48.1628;53.4049;0.997801;15.0888;0.0307113;1219.15;0;0.243028;5;0.123506;0.462151;0;0.705179;5083;91522;0.239849;0.0308462;7.77564;230.499
4;8020;133;130;1;75;72;5;0;0;0;3.15954;62.5618;73.0503;0.999064;23.1205;2.65509;2517.14;0;0.494024;6;0.159363;0.820717;0;0.693227;8020;131425;0.313859;0.0279124;11.2444;529.207
5;10509;307;164;1;69;88;4;0;0;0;3.25484;60.1878;86.2373;0.999287;26.4951;1.42683;2685.31;0;0.247012;7;0.131474;0.613546;0;1;10509;175736;0.255525;0.0263722;9.68916;474.766
6;6475;81;227;1;64;56;4;0;0;0;3.44262;46.7782;63.303;0.99852;18.388;0.508301;1601.3;0;0.243028;5;0.12749;0.517928;0;0.613546;6475;90130;0.247305;0.016889;14.643;313.411
7;14316;401;267;1;79;89;5;12.6022;8.15623;0.0301114;4.32711;68.6496;84.3226;0.998682;19.487;1.87723;5313.61;0;0.143426;7;0.191235;1;0;0.880478;14316;171929;0.371166;0.0205224;18.0859;1264.66
8;12296;246;297;1;74;95;4;0.560352;0.673503;0.000300135;3.42426;67.9648;95.5078;0.999357;27.8915;1.28455;3331.83;0;0.227092;8;0.139442;1;0;0.944223;12296;227509;0.270966;0.0204492;13.2507;735
9;5286;17;327;1;42;61;5;0;0;0;3.33686;41.6222;61.0613;0.998506;18.299;1.67529;1256.13;0;0.330677;5;0.123506;0.498008;0;0.498008;5286;54484;0.237634;0.018938;12.548;240.819
10;9953;142;398;1;71;79;5;0;0;0;3.66862;63.3962;71.4943;0.998683;19.4881;1.88987;2438.49;0;0.0677291;6;0.12749;0.944223;0;1;9953;98597;0.245;0.0210899;11.6169;440.464
11;1083;352;436;1;51;16;3;0;0;0;2.61957;16.2315;44.7551;0.998286;17.0849;3.11822;330.781;0;0.394422;5;0.155378;0.59761;0;0.151394;1083;49652;0.30543;0.0107145;28.5062;81.1758
