id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;13446;495;270;14;54;53;11;0;0;0;9.56517;41.9251;48.2424;0.973626;4.3831;2.45261;2332.19;0;0.258486;5;0.0966057;0.368146;0.0130548;0.399478;13446;392295;0.17345;0.0689988;2.51381;300.992
2;16615;350;271;15;65;62;10;0;0;0;9.35963;48.8199;52.8457;0.98145;5.21601;1.31021;2206.89;0;0.16188;5;0.073107;0.334204;0.0104439;0.292428;16615;389126;0.132826;0.0760181;1.74729;273.782
3;11514;374;79;16;54;56;10;0;0;0;9.77564;35.9169;47.5962;0.962248;3.67413;2.77779;2072.69;0;0.206266;5;0.0966057;0.35248;0.0078329;0.318538;11514;394227;0.180015;0.0692471;2.5996;283.231
4;16666;329;212;16;66;63;11;0;0;0;9.20552;50.0169;53.2557;0.982917;5.43336;2.14737;2053.18;0;0.232376;5;0.0704961;0.253264;0.0156658;0.37859;16666;389075;0.123197;0.0788213;1.563;223.948
5;17605;182;200;20;65;62;10;0;0;0;9.31469;49.7136;54.2456;0.98229;5.33712;1.17201;2270.84;0;0.159269;5;0.073107;0.289817;0.0156658;0.819843;17605;388136;0.128989;0.080821;1.59599;242.044
6;13696;455;183;21;51;53;11;0;0;0;9.71864;43.3848;47.0117;0.974587;4.46408;1.60223;2438.63;0;0.300261;5;0.0992167;0.493473;0.0156658;0.412533;13696;392045;0.178056;0.0752793;2.36527;351.41
7;16418;325;214;24;64;64;10;0;0;0;9.28364;49.8018;52.6023;0.982472;5.36447;2.25861;2104.02;0;0.177546;5;0.073107;0.253264;0.0156658;0.613577;16418;389323;0.128154;0.0922336;1.38945;226.156
8;17255;435;272;25;63;63;11;0;0;0;9.0458;49.0358;56.8127;0.982837;5.42084;2.75558;2112.01;0;0.27154;5;0.0704961;0.399478;0.0156658;0.62141;17255;388486;0.122401;0.0824764;1.48408;253.798
9;13651;458;110;28;59;60;11;0;0;0;9.63198;43.441;47.3347;0.975109;4.51008;0.809877;2354.26;0;0.27154;5;0.0913838;0.355091;0.0078329;0.425587;13651;392090;0.172462;0.0795027;2.16926;331.596
10;12334;239;177;28;59;55;11;0;0;0;9.25421;43.0704;46.2359;0.976644;4.65414;0.783497;2683.03;0;0.391645;5;0.120104;0.819843;0.0156658;0.655352;12334;393407;0.217532;0.0921693;2.36013;430.699
11;16865;109;177;29;58;61;10;0;0;0;9.33538;48.6966;52.9402;0.981453;5.21635;-3.1115;3115.98;0;0.281984;5;0.0992167;0.684073;0.0104439;0.629243;16865;388876;0.184762;0.080752;2.28801;434.291
12;15393;382;199;29;64;64;11;0;0;0;9.20894;45.0014;55.796;0.978838;4.8867;-3.04656;2081.03;0;0.18799;5;0.078329;0.365535;0.0182768;0.613577;15393;390348;0.135193;0.0941373;1.43613;225.265
13;3682;484;11;31;44;24;11;0;0;0;9.89128;20.8581;38.3538;0.880408;2.10874;1.53294;1076.51;0;0.592689;5;0.156658;0.699739;0.0130548;0.490862;3682;226919;0.292371;0.0706499;4.1383;227.709
14;10087;404;312;31;59;50;10;0;0;0;9.63962;33.7943;48.202;0.958455;3.50577;1.73085;2088.56;0;0.253264;5;0.114883;0.72846;0.0156658;1;10087;308084;0.207055;0.088006;2.35274;383.498
15;11545;413;102;32;63;54;9;0;0;0;9.55304;38.3104;47.4448;0.968411;4.01029;2.75448;2081.43;0;0.313316;5;0.0966057;0.425587;0.0078329;0.62141;11545;394196;0.180289;0.0851392;2.11757;326.706
16;12808;180;136;32;56;58;11;0;0;0;9.48533;35.5101;55.5068;0.963664;3.74369;0.681685;2199.5;0;0.234987;5;0.0966057;0.355091;0.0182768;0.924282;12808;392933;0.17173;0.0937149;1.83247;272.345
