id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;15305;443;175;15;59;60;11;0;0;0;9.51218;46.7298;49.379;0.979063;4.91263;-1.56994;1335.54;0;0.126844;5;0.0486726;0.216814;0.00737463;0.179941;15305;390436;0.0872619;0.0395268;2.20767;178.49
2;17920;353;270;15;65;64;10;0;0;0;9.28889;50.8513;54.538;0.983175;5.47443;1.16923;1218.14;0;0.0678466;5;0.0368732;0.154867;0.00442478;0.255162;17920;387821;0.0679764;0.0400355;1.6979;140.269
3;13612;374;79;17;62;63;10;0;0;0;9.62803;41.3557;50.2349;0.972522;4.29534;0.585974;1183.82;0;0.106195;5;0.0442478;0.19174;0;0.19764;13612;392129;0.0869687;0.0367153;2.36873;151.994
4;16086;488;279;17;61;61;10;0;0;0;9.44954;46.5397;52.1015;0.97917;4.92508;2.4393;1364.79;0;0.0855457;5;0.0457227;0.210914;0.00442478;0.196165;16086;389655;0.0848436;0.0367068;2.31139;183.188
5;18348;178;200;18;65;64;10;0;0;0;9.23569;50.9811;55.7159;0.983454;5.52001;1.64052;1233.91;0;0.10177;5;0.0368732;0.154867;0.00442478;0.287611;18348;387393;0.06725;0.0403172;1.66802;141.034
6;17849;327;212;19;65;65;11;0;0;0;9.21842;51.063;54.8884;0.983569;5.53923;2.3074;1152.97;0;0.110619;5;0.0353982;0.141593;0.00442478;0.289086;17849;387892;0.0645953;0.043931;1.47038;128.537
7;17622;283;246;23;65;63;10;0;0;0;8.95833;51.7141;56.2914;0.984882;5.77274;-0.279618;1058.9;0;0.0707965;5;0.0339233;0.144543;0.0058997;0.278761;17622;388119;0.0600896;0.046016;1.30584;109.745
8;15672;387;185;25;64;64;10;0;0;0;9.24092;44.8365;56.52;0.97853;4.85195;0.293788;1112.12;0;0.0766962;5;0.0412979;0.169617;0.00884956;0.297935;15672;390069;0.0709629;0.0464467;1.52783;109.362
9;18751;438;273;25;66;64;9;0;0;0;9.00501;52.0509;57.0921;0.984921;5.78021;-0.577497;1210.71;0;0.0870207;5;0.0353982;0.196165;0.00442478;0.536873;18751;386990;0.0645673;0.0447612;1.44248;142.548
10;14713;471;108;29;59;64;11;0;0;0;9.43333;46.3732;49.7677;0.979091;4.91589;-0.809873;1310.63;0;0.153392;5;0.0471976;0.246313;0.00294985;0.234513;14713;391028;0.0890795;0.0423095;2.10543;204.934
11;11335;175;143;29;54;49;10;0;0;0;9.52693;33.487;52.2137;0.958677;3.51499;0.94613;1434.85;0;0.179941;5;0.0678466;0.287611;0.0058997;0.603245;11335;394406;0.126586;0.0492728;2.56909;212.114
12;12019;415;99;30;57;59;11;0;0;0;9.41842;39.724;47.2665;0.971486;4.21769;-0.310987;1114.86;0;0.185841;5;0.0501475;0.234513;0.0058997;0.29351;12019;393722;0.0927581;0.0442925;2.09422;176.741
13;1714;494;13;31;39;20;10;0.931646;0.0286367;0.0534551;9.66684;15.6128;41.5786;0.785263;1.61509;1.58737;523.804;0;0.438053;5;0.160767;1;0.0058997;0.818584;1714;228887;0.305603;0.0418467;7.30293;130.436
14;6672;408;317;31;36;36;10;0;0;0;10.0858;27.0023;36.4649;0.927623;2.67725;2.17446;1294.25;0;0.210914;5;0.103245;0.620944;0.00737463;0.846608;6672;291066;0.193982;0.0531435;3.65016;229.481
15;16987;273;310;32;61;64;11;0;0;0;9.35802;47.9399;55.0956;0.980763;5.12287;-0.187387;1324.88;0;0.113569;5;0.0412979;0.150442;0.00294985;0.219764;16987;292427;0.0779944;0.050122;1.55609;127.936
16;12469;344;319;32;60;51;11;0;0;0;9.60772;38.9526;49.4141;0.969104;4.0543;-0.760835;1453.55;0;0.185841;5;0.0619469;0.39233;0.00294985;0.846608;12469;267755;0.116573;0.054076;2.15573;231.036
17;13706;227;177;33;64;59;11;0;0;0;9.18644;45.0654;48.57;0.979003;4.90564;1.01859;1299.14;0;0.157817;5;0.0530973;0.321534;0.00884956;0.70354;13706;392035;0.094786;0.0544309;1.7414;189.686
18;14076;105;181;33;51;58;10;0;0;0;9.48143;46.135;47.1886;0.978654;4.86582;-0.175289;1743.51;0;0.193215;5;0.0634218;0.584071;0;0.504425;14076;391665;0.123865;0.0476561;2.59914;316.712
19;12883;81;248;33;54;58;10;0;0;0;9.39172;40.7814;52.0058;0.973121;4.34227;2.28177;1560.79;0;0.215339;5;0.0648968;0.414454;0.0058997;0.584071;12883;392858;0.121152;0.0466846;2.59512;247.74
20;15342;278;233;34;64;63;11;0;0;0;9.29741;44.3881;55.6189;0.977818;4.77424;-1.18791;1204.04;0;0.120944;5;0.0427729;0.157817;0.0058997;0.321534;15342;390399;0.0784806;0.0527927;1.48658;133.882
21;5932;124;311;34;37;42;11;0;0;0;10.0647;27.9098;33.9261;0.932715;2.77304;-2.05087;978.91;0;0.228614;5;0.0870207;0.353982;0.00442478;0.414454;5932;312239;0.165022;0.045962;3.5904;180.209
22;6848;408;316;36;35;38;9;0;0;0;10.1321;28.4225;36.219;0.934302;2.80519;2.45983;1324.11;0;0.175516;5;0.103245;0.846608;0.0058997;0.727139;6848;302566;0.193358;0.0525213;3.68151;292.803
23;16112;311;154;37;64;64;10;0;0;0;9.11097;49.0313;54.6037;0.982584;5.38157;2.14414;1709.6;0;0.174041;5;0.058997;0.367257;0.00884956;0.718289;16112;389629;0.106107;0.0484593;2.18962;305.474
24;15317;484;153;38;63;61;10;0;0;0;9.4953;45.7553;50.6061;0.97823;4.81873;-0.0157055;1311.42;0;0.0988201;5;0.0457227;0.19174;0.00294985;0.246313;15317;390424;0.0856189;0.0416629;2.05504;165.963
25;12481;428;209;38;61;63;10;0;0;0;9.77239;35.9597;52.0318;0.962365;3.67972;-0.0337338;1078.85;0;0.0958702;5;0.0471976;0.243363;0.00442478;0.246313;12481;393260;0.0864393;0.0448982;1.92523;126.386
26;18215;232;238;38;63;62;10;0;0;0;9.18212;51.5316;54.3977;0.983997;5.61216;1.06355;1439.28;0;0.10472;5;0.0442478;0.219764;0.0058997;0.321534;18215;387526;0.0790168;0.0520962;1.51675;178.61
27;6232;239;101;40;47;41;9;0;0;0;9.60783;37.9729;40.5809;0.967461;3.95228;1.05904;1212.35;0;0.205015;5;0.103245;0.718289;0.0058997;0.70354;6232;399509;0.194537;0.0442348;4.39781;331.676
28;15082;562;29;41;62;51;10;0;0;0;9.14685;44.066;53.9897;0.97822;4.81762;1.77186;1585.06;0;0.262537;5;0.0575221;0.358407;0.0058997;0.530973;15082;253466;0.105097;0.0436638;2.40696;254.754
29;16518;220;309;41;63;64;11;0;0;0;9.1519;48.5875;53.6787;0.9821;5.30901;2.36549;1310.73;0;0.123894;5;0.0427729;0.174041;0.00442478;0.219764;16518;292896;0.0793521;0.0470928;1.68501;153.068
30;13647;234;182;42;62;61;10;0;0;0;9.24839;44.7852;49.5635;0.978445;4.84249;1.30481;1116.78;0;0.144543;5;0.0471976;0.228614;0.00884956;0.70354;13647;392094;0.0818337;0.0523938;1.5619;166.024
31;11939;519;251;42;62;63;11;0;0;0;9.67535;38.5306;48.161;0.967959;3.98235;-0.251523;1029.99;0;0.153392;5;0.0442478;0.196165;0;0.196165;11939;393802;0.0862714;0.0359182;2.40188;142.16
32;13231;170;140;44;64;61;11;0;0;0;9.26037;36.0379;58.7922;0.966422;3.89163;1.01268;1176.29;0;0.238938;5;0.0486726;0.269911;0.0058997;0.643068;13231;392510;0.0889045;0.0450544;1.97327;187.549
33;18358;165;246;46;65;63;10;0;0;0;9.1623;50.8285;56.2746;0.983619;5.54757;0.743564;1253.2;0;0.0914454;5;0.0383481;0.143068;0.00737463;0.584071;18358;387383;0.0682643;0.0457938;1.49069;134.965
34;16054;566;34;48;61;57;10;0;0;0;9.22405;47.7595;52.5154;0.981172;5.17771;1.96964;1637.71;0;0.134218;5;0.0545723;0.292035;0.00294985;0.530973;16054;281684;0.102012;0.040557;2.51529;224.685
35;12563;362;140;48;61;53;10;0;0;0;9.40669;43.0477;46.148;0.975833;4.57628;0.551601;1282.99;0;0.106195;5;0.0560472;0.343658;0.00737463;0.367257;12563;393178;0.102125;0.0410003;2.49084;222.745
