id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;14518;231;173;22;64;61;10;0;0;0;9.58123;43.8347;51.3271;0.97582;4.57507;1.19815;886.79;0;0.0888355;5;0.0336134;0.168067;0.00360144;0.255702;14518;391223;0.0610798;0.0307562;1.98594;124.086
2;15769;476;269;22;63;63;10;0;0;0;9.52474;46.0399;52.268;0.978366;4.83371;2.55445;971.046;0;0.057623;5;0.0336134;0.154862;0.00360144;0.15126;15769;389972;0.0615773;0.0290484;2.11982;122.861
3;15883;117;255;29;63;59;11;0;0;0;9.32695;49.0113;49.5908;0.981726;5.2548;0.236232;1139.69;0;0.0888355;5;0.0396158;0.181273;0.0060024;0.501801;15883;389858;0.0717537;0.035961;1.99532;165.923
4;14019;122;287;30;51;62;11;0;0;0;9.33055;40.245;54.7341;0.972753;4.31325;0.0788106;1140.11;0;0.0948379;5;0.0444178;0.204082;0.0060024;0.181273;14019;362532;0.0813249;0.0330346;2.46181;167.653
5;17482;226;229;31;64;64;11;0;0;0;9.38014;47.2641;56.5353;0.980109;5.03874;-1.30709;1031.71;0;0.0672269;5;0.032413;0.140456;0.00360144;0.262905;17482;388259;0.0590127;0.0330672;1.78463;127.614
6;19348;343;232;31;64;65;11;0;0;0;9.01395;52.2152;58.1032;0.984987;5.79271;2.71494;1039.51;0;0.0432173;5;0.030012;0.109244;0.00480192;1;19348;386393;0.0537245;0.0358495;1.49861;92.72
7;15150;397;154;33;63;62;10;0;0;0;9.49232;44.1606;53.5254;0.976625;4.65224;1.4791;895.041;0;0.0552221;5;0.032413;0.142857;0.00360144;0.141657;15150;390591;0.0590766;0.0327039;1.80641;128.182
8;17972;441;230;34;66;64;11;0;0;0;9.13455;51.2627;55.6205;0.983996;5.61196;-0.432623;936.058;0;0.062425;5;0.0288115;0.15126;0.00360144;0.154862;17972;387769;0.0520818;0.0347678;1.49799;105.794
9;14778;331;136;36;64;65;10;0;0;0;9.3688;46.7444;50.5381;0.979709;4.98937;-1.04943;873.827;0;0.0732293;5;0.032413;0.146459;0.00360144;0.172869;14778;390963;0.059128;0.0320084;1.84727;126.414
10;12490;141;193;36;60;48;10;0;0;0;9.36607;38.7977;51.4244;0.970424;4.14236;1.14408;1343.1;0;0.202881;5;0.0564226;0.501801;0.00240096;0.319328;12490;393251;0.107534;0.0324098;3.31793;297.921
11;13987;297;175;38;59;61;11;0;0;0;9.55074;44.7706;47.2073;0.976981;4.68766;0.0725594;989.361;0;0.120048;5;0.0384154;0.172869;0.00360144;0.166867;13987;391754;0.0707324;0.0374568;1.88837;143.318
12;3058;326;294;38;32;39;11;0.481795;0.433024;0.0561602;9.69276;13.2337;37.2633;0.680841;1.36532;-2.59665;676.636;0;0.522209;5;0.116447;1;0.00480192;0.358944;3058;364736;0.221268;0.0411579;5.37608;114.619
13;15405;231;125;39;61;63;11;0;0;0;9.57029;47.3504;49.1348;0.979361;4.94764;1.97403;994.731;0;0.0936375;5;0.0348139;0.132053;0.00360144;0.177671;15405;390336;0.0645693;0.0315299;2.04788;123.204
14;17884;455;178;39;65;62;10;0;0;0;9.24004;51.3846;53.7354;0.983699;5.56108;1.57913;1075.45;0;0.0708283;5;0.032413;0.132053;0.00360144;0.15126;17884;387857;0.0601323;0.0330688;1.8184;129.874
15;3242;544;16;42;35;37;9;0;0;0;9.75449;12.0786;50.1606;0.589751;1.23826;-2.40804;727.534;0;0.192077;5;0.117647;0.583433;0.00480192;0.630252;3242;236116;0.22441;0.0328764;6.82585;111.194
16;18216;189;315;43;64;62;11;0;0;0;9.27426;49.7686;56.026;0.982484;5.36632;0.907927;1201.22;0;0.108043;5;0.0360144;0.177671;0.00480192;0.138055;18216;279522;0.0659412;0.0314907;2.09399;138.359
17;15973;330;139;45;65;64;11;0;0;0;9.29721;49.048;52.0058;0.98187;5.27556;1.96874;904.035;0;0.0636254;5;0.0312125;0.159664;0.00360144;0.172869;15973;389768;0.0565954;0.0313435;1.80565;127.472
18;11137;360;323;45;54;47;11;0;0;0;9.24906;41.4169;46.5066;0.974746;4.47795;-2.25621;1277.18;0;0.22569;5;0.062425;0.338535;0.00720288;1;11137;248654;0.114678;0.0442403;2.59217;247.844
19;17628;440;227;46;65;63;10;0;0;0;9.20906;50.5206;54.7151;0.983246;5.48597;-0.267288;959.772;0;0.0696279;5;0.030012;0.112845;0.00480192;0.132053;17628;388113;0.0544435;0.0345818;1.57434;104.861
20;19294;390;261;47;66;65;11;0;0;0;8.95688;53.7183;56.905;0.986001;5.99743;1.07889;950.439;0;0.0564226;5;0.027611;0.114046;0.00480192;1;19294;386447;0.0492583;0.0391303;1.25883;96.3966
