id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;90;3;7;0;9;19;0;0;0;0;8.42313;17.8012;0;0.880967;2.11337;1.68922;16.5636;0;0.194915;5;0.0974576;0.36017;0;0.0847458;90;4878;0.18404;0.0047446;38.7893;5.58648
2;2352;572;42;0;63;60;0;0;0;0;56.5234;61.8676;0;0.406574;1.09455;0.824058;288.517;0;0.127119;6;0.0677966;0.313559;0;0.0720339;2352;18189;0.12267;0.00784216;15.6423;48.9969
3;2998;204;102;0;76;71;0;0;0;0;63.6817;75.0841;0;0.529773;1.17905;2.33498;361.47;0;0.0550847;7;0.0677966;0.385593;0;0.75;2998;34251;0.12057;0.00901024;13.3815;63.3683
4;2357;822;176;0;62;62;0;0;0;0;59.8906;61.8236;0;0.248102;1.03228;1.36711;969.051;0;0.487288;6;0.216102;0.766949;0;0.648305;2357;25532;0.411137;0.0120705;34.0613;154.178
5;4484;78;199;0;76;86;0;0.0388629;0.0905221;0;76.2412;89.4404;0;0.522851;1.17313;1.27237;2109.98;0;0.144068;8;0.241525;1;0;0.385593;4484;36250;0.470569;0.00999593;47.0761;293.759
6;2545;398;304;0;69;58;0;0;0;0;52.9306;70.3196;0;0.658346;1.32852;2.88582;697.331;0;0.186441;6;0.144068;0.631356;0;0.241525;2545;25344;0.274001;0.0117448;23.3295;128.169
7;1854;497;330;0;50;62;0;0;0;0;47.4988;62.0121;0;0.642889;1.30555;1.37618;215.873;0;0.15678;6;0.0677966;0.288136;0;0.588983;1854;26035;0.116438;0.0145172;8.02066;33.3693
8;3817;146;417;0;85;70;0;0;0;0;70.9011;80.3463;0;0.470419;1.13322;-3.07682;894.436;0;0.0423729;8;0.127119;0.504237;0;0.444915;3817;44144;0.234332;0.0209685;11.1754;146.981
9;1774;434;450;0;52;54;0;0;0;0;49.9076;54.6193;0;0.406308;1.09441;0.949724;282.373;0;0.114407;6;0.0847458;0.385593;0;0.288136;1774;26115;0.159174;0.0121519;13.0987;63.3395
10;4067;244;461;0;70;89;0;0;0;0;65.6935;93.9057;0;0.714565;1.42945;1.83443;828.966;0;0.15678;8;0.114407;0.457627;0;0.59322;4067;43894;0.203829;0.0355165;5.739;124.653
11;2288;681;498;0;68;59;0;0;0;0;56.2756;63.0221;0;0.450155;1.11988;2.63692;266.568;0;0.199153;6;0.0677966;0.288136;0;0.474576;2288;25601;0.116508;0.0145227;8.02248;41.7941
12;1968;324;528;0;55;55;0;0;0;0;53.2814;57.2372;0;0.365303;1.07424;-2.4474;544.839;0;0.432203;6;0.144068;0.59322;0;0.457627;1968;25921;0.27685;0.0248511;11.1403;96.4289
13;2014;527;532;0;58;56;0;0;0;0;52.7301;57.0546;0;0.381896;1.08201;2.74174;196.581;0;0.114407;6;0.0550847;0.258475;0;0.385593;2014;25875;0.097608;0.0151186;6.45617;34.4085
14;2289;445;535;0;71;60;0;0;0;0;55.1227;61.6578;0;0.448047;1.11856;-2.50272;232.441;0;0.0847458;6;0.0550847;0.288136;0;0.385593;2289;25600;0.101548;0.0178883;5.67679;41.082
15;2365;643;584;0;64;60;0;0;0;0;57.5877;64.7111;0;0.456117;1.1237;-2.56948;469.314;0;0.114407;7;0.114407;0.474576;0;0.444915;2365;34884;0.198441;0.0183261;10.8284;83.9182
16;2425;638;687;0;67;60;0;0;0;0;50.492;70.5309;0;0.698218;1.39687;2.53426;485.987;0;0.199153;6;0.114407;0.444915;0;0.402542;2425;25464;0.200407;0.00944777;21.212;80.5057
17;2129;724;914;0;67;65;0;0;0;0;60.104;62.2343;0;0.259404;1.03544;1.08107;197.521;0;0.0127119;7;0.0550847;0.258475;0;0.0847458;2129;35120;0.0927774;0.00616142;15.0578;34.4429
