id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;135;1096;8;0;9;20;0;0;0;0;8.85289;20.5499;0;0.902448;2.32127;1.44996;62.526;0;0.581916;5;0.245989;0.656781;0.0204178;0.23578;135;4902;0.463155;0.0409415;11.3126;10.5008
2;567;183;28;0;29;44;0;0;0;0;23.8119;37.2733;0;0.769333;1.56532;0.965641;102.7;0;0.245989;5;0.101118;0.268352;0.0136118;0.273699;567;12777;0.18113;0.0398817;4.54167;15.3347
3;1290;686;27;0;48;49;0;0;0;0;31.3562;59.6906;0;0.850909;1.90363;2.27471;365.163;0;0.383568;5;0.15751;0.417112;0.0223623;0.156538;1290;12471;0.283072;0.0432408;6.54642;52.1365
4;752;244;58;0;30;34;0;0;0;0;28.6414;33.6527;0;0.525024;1.17497;1.90701;122.42;0;0.193485;5;0.0909096;0.243559;0.014098;0.273699;752;16762;0.162792;0.0408309;3.98699;17.3723
5;516;419;147;0;30;24;0;0;0;0;21.8036;30.5531;0;0.700524;1.40129;-2.64859;176.21;0;0.445308;5;0.184248;0.503646;0.02139;0.974721;516;18805;0.341492;0.0808128;4.22572;32.6141
6;633;507;149;0;41;34;0;1.13007;0.338797;0;24.314;36.3734;0;0.743752;1.49598;1.18344;448.646;0;0.799221;5;0.370442;1;0.0189594;0.974721;633;18688;0.708762;0.0696229;10.18;60.7608
7;684;469;172;0;26;36;0;0;0;0;23.7812;37.0893;0;0.767384;1.5596;1.82055;465.19;0;0.845892;5;0.356831;0.974721;0.0233346;1;684;18637;0.680102;0.079306;8.57567;60.8933
8;308;798;177;0;21;37;0;0;0;0;18.0038;26.3101;0;0.729209;1.46137;2.13064;154.797;0;0.526981;5;0.266893;0.711231;0.0218762;0.973749;308;19013;0.502588;0.0697051;7.21021;30.1062
9;585;387;180;0;28;29;0;0;0;0;23.6358;31.6531;0;0.665145;1.3392;-2.39331;180.286;0;0.366067;5;0.167719;0.440932;0.0204178;0.503646;585;18736;0.308181;0.0544045;5.66461;28.9632
10;597;956;183;0;30;27;0;0;0;0;23.7362;32.2023;0;0.675786;1.35667;2.51977;269.867;0;0.506077;5;0.243073;0.623724;0.0228485;0.706369;597;18724;0.452038;0.0607914;7.43589;47.9939
11;631;800;208;0;39;48;0;0;0;0;43.0204;44.3823;0;0.245823;1.03166;2.07047;355.779;0;0.159455;5;0.298978;0.973749;0.0209039;0.760817;631;18690;0.563834;0.0600258;9.39319;67.9639
12;435;839;220;0;44;34;0;0;0;0;25.7796;52.9566;0;0.87351;2.0542;-2.73885;225.771;0;0.607681;5;0.273699;0.973749;0.0218762;0.952359;435;18886;0.519015;0.0679521;7.63795;37.5688
13;593;981;235;0;25;29;0;0;0;0;25.3109;30.0759;0;0.540151;1.18826;1.80891;290.184;0;0.522605;5;0.259601;0.706369;0.0223623;0.623724;593;18728;0.48935;0.0593972;8.2386;43.9822
