id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;592;604;10;0;33;24;0;0;0;0;23.1238;33.5372;0;0.724288;1.45033;2.73829;154.154;0;0.304585;5;0.137011;0.356384;0.0113958;0.177934;592;8999;0.260395;0.0361277;7.20761;19.9463
2;660;180;14;0;31;38;0;0;0;0;28.9236;37.9875;0;0.648285;1.31337;1.79505;79.8469;0;0.148148;5;0.0657861;0.169645;0.0069929;0.185703;660;9904;0.12098;0.0323544;3.73921;15.0833
3;1191;264;22;0;43;46;0;0;0;0;35.136;48.3865;0;0.687533;1.37712;2.68835;133.737;0;0.1295;5;0.0626781;0.186998;0.00932387;0.174308;1191;11180;0.112289;0.0326655;3.43755;19.0013
4;1875;674;33;0;56;55;0;0;0;0;41.7729;61.9163;0;0.738121;1.48221;0.791469;279.985;0;0.192437;5;0.0815849;0.242425;0.0113958;0.351981;1875;12859;0.149326;0.0280422;5.32502;34.9587
5;565;417;104;0;27;28;0;0;0;0;22.7243;31.9441;0;0.702811;1.40573;0.910196;61.958;0;0.131572;5;0.0611241;0.160062;0.00958286;0.533282;565;18756;0.10966;0.0414778;2.64383;9.32243
6;602;478;118;0;32;24;0;0;0;0;23.874;32.1799;0;0.670521;1.34791;3.01745;208.575;0;0.418544;5;0.179746;0.533282;0.0119138;0.568764;602;18719;0.346471;0.057867;5.98736;41.667
7;1079;502;157;0;40;51;0;0;0;0;25.9247;60.8703;0;0.90477;2.34797;2.09866;415.33;0;0.37063;5;0.202538;0.568764;0.0121728;0.533282;1079;18242;0.384921;0.0477836;8.0555;62.7816
8;983;409;157;0;50;30;0;0;0;0;28.4674;60.1042;0;0.880722;2.11133;-3.04936;170.186;0;0.24113;5;0.0929807;0.254079;0.00958286;0.459208;983;18338;0.173129;0.0485506;3.56594;25.1525
9;622;792;160;0;38;40;0;0;0;0;28.4239;44.5799;0;0.770372;1.56839;2.19094;119.207;0;0.244497;5;0.103082;0.291893;0.0116548;0.307693;622;18699;0.191652;0.0363508;5.27229;18.3704
10;458;878;161;0;28;24;0;0;0;0;19.0626;30.9756;0;0.788209;1.62494;2.50908;93.2038;0;0.26936;5;0.109298;0.285936;0.0116548;0.741518;458;18863;0.203502;0.0397409;5.12072;16.4872
11;304;984;176;0;21;20;0;0;0;0;16.4273;23.8339;0;0.724531;1.45087;-2.42299;107.16;0;0.394975;5;0.184926;0.486143;0.0101009;0.741518;304;19017;0.352499;0.0337394;10.4477;18.9538
