id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;5911;254;235;7;63;60;9;0;0;0;6.33991;42.5081;44.439;0.989771;7.00939;0.719379;2276.25;0;0.161157;5;0.198347;0.971074;0.00413223;0.995868;5911;322546;0.385087;0.107977;3.56639;397.835
2;6812;224;278;8;58;60;9;0;0;0;6.58;44.1201;44.5075;0.989011;6.76406;1.14026;2760.19;0;0.867769;5;0.206612;0.983471;0.00413223;1;6812;321645;0.405196;0.112754;3.59364;477.858
3;7327;511;167;9;63;61;9;0;0;0;6.69976;45.0731;47.1756;0.989864;7.04139;0.396696;2580.35;0;0.268595;5;0.18595;0.966942;0.0123967;1;7327;340451;0.35217;0.0923102;3.81507;416.276
4;5613;299;170;8;61;60;9;0;0;0;6.55616;41.5626;43.8941;0.988782;6.69509;1.86256;2106.64;0;0.417355;5;0.198347;0.966942;0.0165289;1;5613;342165;0.375315;0.107316;3.49728;350.872
5;5853;361;183;8;65;64;9;0.601367;0.305794;0.0136287;6.717;42.304;43.5612;0.98804;6.48522;2.58351;2347.98;0;0.541322;5;0.210744;1;0.0165289;1;5853;341925;0.401159;0.0973215;4.122;399.134
6;5630;195;197;9;64;62;9;0;0;0;6.55375;41.0974;43.4857;0.988578;6.63523;1.73572;2266.64;0;0.471074;5;0.210744;0.983471;0.0123967;1;5630;342148;0.402601;0.116935;3.44294;383.668
7;6794;411;254;8;61;63;9;0;0;0;6.52691;46.5129;46.9194;0.990277;7.1886;2.09854;2260.17;0;0.214876;5;0.177686;0.950413;0.0165289;0.995868;6794;340984;0.332672;0.108533;3.06518;323.186
8;6791;341;261;8;59;61;9;0.472109;0.362234;0.00992422;7.19718;41.1253;45.047;0.987154;6.25899;0.276565;2821.38;0;0.710744;5;0.219008;1;0.0165289;1;6791;340987;0.415459;0.10818;3.84043;474.132
9;5753;491;280;8;62;63;9;0;0;0;6.48718;43.975;44.233;0.989187;6.81852;2.17022;1898.67;0;0.61157;5;0.173554;0.909091;0.0123967;1;5753;342025;0.330032;0.100333;3.28939;301.48
10;7238;216;358;8;61;63;9;0;0;0;6.78649;42.4945;47.5059;0.989744;7.00007;0.588657;3171.33;0;0.512397;5;0.22314;0.987603;0.00413223;1;7238;340540;0.43815;0.110491;3.96549;540.994
