id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;6355;505;235;8;64;66;9;0;0;0;6.63237;45.3828;46.6653;0.989848;7.03598;2.3459;1856.74;0;0.40249;5;0.149378;0.921162;0.00414938;1;6355;322102;0.292174;0.0801332;3.64611;284.777
2;6585;455;154;8;65;65;9;0;0;0;6.88692;45.6955;47.0504;0.989229;6.83185;0.305349;2024.09;0;0.53527;5;0.161826;0.946058;0.00829876;1;6585;341193;0.307383;0.0848277;3.62361;313.033
3;9323;282;242;8;65;64;9;0.275187;0.225198;0.00890894;6.85034;47.6754;51.2216;0.991017;7.47724;0.816728;4040.88;0;0.813278;5;0.224066;1;0.00829876;1;9323;338455;0.433448;0.0951991;4.55307;665.146
4;6598;367;221;9;61;62;10;0;0;0;7.05573;44.721;48.2918;0.989269;6.84433;2.2972;2027.09;0;0.369295;5;0.161826;0.950207;0.0124481;1;6598;360501;0.30723;0.0916042;3.35389;308.218
5;5564;451;253;10;65;63;9;0;0;0;6.84262;42.8311;44.1623;0.987924;6.454;1.1046;1781.19;0;0.46473;5;0.165975;0.925311;0.00829876;0.987552;5564;361535;0.32013;0.0880349;3.6364;270.684
6;5016;203;280;9;61;61;10;9.66292;13.2082;0.432689;7.10332;32.0626;47.4221;0.988718;6.67604;0.872962;2865.8;0;1;5;0.294606;1;0.0124481;1;5016;362083;0.571338;0.106867;5.34624;452.639
7;8822;366;305;9;63;64;9;0.37494;0.316975;0.0093996;6.97794;48.6118;49.6122;0.990059;7.10985;2.34265;3829.95;0;0.655602;5;0.224066;1;0.00829876;1;8822;358277;0.434152;0.0895563;4.84781;600.962
8;5704;494;330;10;63;65;9;0.879838;0.607124;0.0160946;6.64421;43.0205;51.1392;0.991524;7.6968;1.58234;2236.78;0;0.618257;5;0.20332;1;0.00829876;1;5704;361395;0.392147;0.0851355;4.60615;319.758
9;4143;235;343;10;61;63;10;1.04425;1.5167;0.0397388;6.91995;38.1764;46.493;0.988862;6.71869;1.23402;1811.83;0;1;5;0.228216;1;0.0124481;1;4143;362956;0.437316;0.110583;3.95464;265.042
10;8586;394;373;9;63;63;10;0;0;0;6.80422;46.9322;48.3407;0.990044;7.10451;1.1463;4057.14;0;0.278008;5;0.244813;0.995851;0.00829876;1;8586;358513;0.47254;0.099429;4.75254;671.582
11;9462;315;165;10;59;63;10;0.288588;0.156129;0.00819335;6.90766;47.2512;50.8699;0.990738;7.36428;1.62681;4393.81;0;0.751037;5;0.240664;1;0.0124481;1;9462;376958;0.464367;0.0973631;4.76944;692.673
12;5403;568;215;11;61;63;9;0;0;0;7.00157;41.5877;44.0906;0.987311;6.29725;1.02075;1826.41;0;0.717842;5;0.174274;0.979253;0.00414938;1;5403;381017;0.338037;0.0759251;4.45225;309.956
13;4936;292;321;11;64;63;9;7.07237;7.83208;0.255262;7.32966;42.052;47.3693;0.987956;6.46269;0.904272;1974.44;0;1;5;0.207469;1;0.00829876;1;4936;381484;0.400006;0.107464;3.72224;317.079
14;9375;314;389;10;58;60;9;1.04626;1.29806;0.0332411;7.15266;46.7914;47.3435;0.988522;6.61901;0.565066;4813.32;0;0.572614;5;0.26556;1;0.0124481;1;9375;377045;0.513419;0.0895123;5.73573;802.78
15;5618;208;161;11;64;65;10;6.93504;5.46492;0.380076;7.03824;33.8587;54.7906;0.991715;7.7847;1.86805;2988.88;0;0.904564;5;0.273859;1;0.00829876;1;5618;400123;0.532026;0.0908646;5.85515;401.481
16;9046;153;206;12;63;63;9;0.272342;0.373009;0.019774;7.45186;44.135;48.0598;0.987906;6.44937;1.13517;4450.29;0;0.692946;5;0.253112;1;0.00829876;1;9046;396695;0.491963;0.0906714;5.42578;719.935
17;6082;571;282;12;64;64;9;0;0;0;7.23197;44.2576;48.132;0.988648;6.65544;0.0185393;1933.37;0;0.435685;5;0.165975;0.941909;0.00829876;1;6082;399659;0.317887;0.0754177;4.21501;318.843
18;9653;456;388;13;66;66;10;0.386903;0.332652;0.0117753;7.29856;44.6738;50.0945;0.989329;6.86362;0.886698;4755.71;0;0.917012;5;0.253112;1;0.00829876;1;9653;396088;0.49266;0.0955087;5.15827;773.256
19;9927;235;394;13;61;65;9;0.18337;0.320302;0.0095257;7.4995;45.6546;49.9485;0.988664;6.66025;1.56875;5039;0;0.53112;5;0.261411;1;0.00829876;1;9927;395814;0.507601;0.0942599;5.38512;788.392
20;6000;417;105;15;65;63;10;20.7987;5.41246;0.689701;7.66932;36.5675;49.3133;0.987832;6.42995;1.86276;3195.59;0;0.912863;5;0.273859;1;0.00829876;1;6000;399741;0.532609;0.0832883;6.39476;452.903
21;10136;387;188;14;64;64;9;0;0;0;7.20778;49.2363;52.4458;0.990511;7.27627;0.941142;4058.68;0;0.414938;5;0.207469;0.970954;0.00829876;1;10136;395605;0.400443;0.102192;3.91854;605.91
22;9609;242;255;14;64;64;10;0;0;0;7.36998;48.0431;50.1757;0.989154;6.80813;2.31903;4218.02;0;0.53112;5;0.228216;0.987552;0.00829876;1;9609;396132;0.438979;0.126781;3.4625;659.833
23;9701;306;116;15;61;62;10;1.02508;0.358901;0.0532615;7.00561;48.0381;49.0156;0.989733;6.99663;0.802213;4881.57;0;0.721992;5;0.261411;1;0.0124481;1;9701;396040;0.503197;0.0929978;5.41085;784.936
24;9421;124;270;15;66;66;10;0.212563;0.465087;0.0255075;7.32974;46.5694;48.998;0.988748;6.68482;1.54308;4704.5;0;0.614108;5;0.257261;1;0.00829876;1;9421;396320;0.49936;0.0920433;5.42527;774.971
25;7482;163;342;15;62;66;10;5.73357;11.912;0.508665;7.76878;38.2215;54.9561;0.989958;7.07397;1.45117;3790.31;0;0.522822;5;0.261411;1;0.00829876;1;7482;398259;0.506604;0.108158;4.68394;533.682
26;10410;385;408;15;64;65;9;0.651501;0.716395;0.0264699;7.57286;48.8086;51.8524;0.989278;6.84713;1.17163;4684.57;0;0.489627;5;0.232365;1;0.00829876;1;10410;395331;0.450009;0.104933;4.28852;759.592
27;8631;497;168;16;63;64;10;0.561055;0.195969;0.0205682;7.82593;43.6146;56.2544;0.990276;7.18821;2.55287;3500.55;0;0.560166;5;0.207469;1;0.00414938;1;8631;397110;0.405596;0.109387;3.70791;573.255
28;10180;281;190;16;66;63;11;0;0;0;7.40893;49.7208;53.2501;0.990273;7.18729;2.94517;4077.14;0;0.26556;5;0.207469;0.991701;0.00829876;1;10180;395561;0.400525;0.143561;2.78993;599.407
29;10969;376;284;16;65;67;9;0;0;0;7.73015;51.5195;53.362;0.989452;6.9031;0.96955;3944.51;0;0.394191;5;0.186722;0.979253;0.00829876;1;10969;394772;0.359627;0.10042;3.58122;527.835
30;8015;537;378;16;64;63;9;0;0;0;7.57633;47.8148;50.4394;0.988655;6.65749;2.5573;2155.54;0;0.136929;5;0.141079;0.925311;0.00829876;1;8015;397726;0.268944;0.0792256;3.39466;283.953
