id;size;xpos;ypos;zpos;xsize;ysize;zsize;weightedx;weightedy;weightedz;minaxis;medaxis;majaxis;eccentricity;elongation;orientation;integratedintensty;sigma;seedIntensity;seedScale;minIntensityForeground;maxIntensityForeground;minIntensityBackground;maxIntensityBackground;volumeForeground;volumeBackground;foregroundIntensity;backgroundIntensity;fg/bg ratio;integratedGradientMag
1;4439;128;328;14;41;30;11;0;0;0;10.1282;22.893;32.3314;0.896811;2.26033;1.93641;985.281;0;0.493304;5;0.116071;0.546875;0.00446429;0.334821;4439;401302;0.22196;0.054236;4.0925;193.753
2;19288;217;343;18;66;67;11;0;0;0;8.95362;54.8269;57.2481;0.986575;6.12344;1.65708;1390.24;0;0.138393;5;0.0401786;0.214286;0.00446429;0.419643;19288;386453;0.0720777;0.0523025;1.37809;181.688
3;19082;513;483;20;66;67;10;0;0;0;8.93268;55.1355;56.23;0.986789;6.17234;1.05256;1389.41;0;0.0915179;5;0.0401786;0.183036;0.00669643;0.203125;19082;386659;0.0728125;0.0500965;1.45345;177.059
4;20474;340;77;21;67;66;11;0;0;0;8.81513;56.1592;58.1983;0.987604;6.37078;-1.30399;1275.29;0;0.0691964;5;0.0334821;0.154018;0.00446429;0.205357;20474;385267;0.0622886;0.0507679;1.22693;130.235
5;17226;119;377;22;64;64;11;0;0;0;9.17508;51.1827;54.6216;0.983801;5.57845;0.438949;1552.29;0;0.149554;5;0.0491071;0.316964;0.00446429;0.600446;17226;388515;0.0901139;0.0579542;1.55492;215.52
6;20278;313;123;24;67;67;10;0;0;0;8.79775;56.4494;57.6928;0.98778;6.41634;1.96818;1231.38;0;0.0758929;5;0.0334821;0.151786;0.00223214;0.308036;20278;385463;0.0607249;0.0515152;1.17878;130.301
7;11508;332;13;25;67;36;11;0;0;0;8.87927;34.3335;58.0667;0.96598;3.86671;-1.58905;891.612;0;0.158482;5;0.0424107;0.236607;0.00446429;0.205357;11508;198660;0.0774776;0.0500811;1.54704;126.085
8;20488;460;373;25;67;67;11;0;0;0;8.74187;56.5485;58.1535;0.987979;6.4687;1.78587;1271;0;0.125;5;0.03125;0.178571;0;0.147321;20488;385253;0.0620363;0.0483853;1.28213;145.986
9;19086;177;380;25;64;65;10;0;0;0;8.92688;54.7035;56.3271;0.986595;6.12795;-1.2329;1394.78;0;0.116071;5;0.0401786;0.200893;0.00446429;0.725446;19086;386655;0.0730789;0.0606892;1.20415;181.759
10;16399;81;273;27;65;64;10;0;0;0;9.1895;50.8817;54.0737;0.983556;5.53694;0.977902;1440.5;0;0.162946;5;0.0491071;0.258929;0.00669643;0.502232;16399;389342;0.0878415;0.0543197;1.61712;196.425
11;10119;284;383;28;62;60;11;0;0;0;9.54678;37.1772;48.6001;0.966467;3.89421;0.448979;1270.74;0;0.1875;5;0.0669643;0.419643;0.00446429;0.321429;10119;395622;0.12558;0.0518666;2.42121;199.947
12;10314;120;629;29;66;35;10;0;0;0;8.79855;32.0675;57.5427;0.961623;3.64464;1.58936;656;0;0.158482;5;0.0357143;0.227679;0.00446429;0.194196;10314;199854;0.0636028;0.0504313;1.26118;91.8275
13;3881;138;456;30;26;40;9;0.119068;0.426281;0.0263585;9.43777;19.3137;42.14;0.872477;2.04643;0.355831;1100.21;0;0.127232;5;0.147321;1;0.00446429;0.834821;3881;401860;0.283487;0.0553009;5.12626;212.788
14;4132;236;106;32;40;28;10;0;0;0;9.63771;23.3794;29.5356;0.91108;2.42583;1.57745;1129.44;0;0.493304;5;0.142857;0.71875;0.00446429;0.459821;4132;401609;0.273338;0.0562988;4.85514;247.912
15;16313;369;429;32;66;67;10;0;0;0;9.16923;51.0394;53.7203;0.983731;5.56638;1.9545;1587.58;0;0.109375;5;0.0535714;0.263393;0.00669643;0.321429;16313;389428;0.0973192;0.0515667;1.88725;221.511
16;9663;469;618;32;43;52;11;0;0;0;9.57011;29.1988;51.9551;0.944762;3.05104;0.588261;1614.89;0;0.272321;5;0.0892857;0.488839;0.00669643;0.341518;9663;279318;0.167121;0.0553009;3.02202;221.657
17;10127;164;77;33;62;62;10;0;0;0;9.69559;37.4649;44.2986;0.965933;3.86412;-0.0814571;1234.37;0;0.263393;5;0.0647321;0.341518;0.00223214;0.477679;10127;395614;0.121889;0.0511558;2.38271;202.231
18;19876;140;540;33;66;67;11;0;0;0;8.73712;56.7104;57.0172;0.988061;6.49074;-1.31642;1112.54;0;0.0870536;5;0.0334821;0.131696;0.00669643;0.828125;19876;385865;0.0559742;0.0501993;1.11504;91.5574
19;18270;231;168;34;66;64;9;0;0;0;8.94665;52.4004;57.6321;0.985317;5.85699;1.43835;1552.37;0;0.109375;5;0.0446429;0.263393;0.00223214;0.71875;18270;387471;0.0849681;0.0558984;1.52005;215.458
20;11059;329;507;35;61;61;10;0;0;0;9.73887;40.0647;43.9426;0.970007;4.1139;-1.35676;1393.93;0;0.254464;5;0.0647321;0.484375;0;0.330357;11059;394682;0.126045;0.0555049;2.27089;317.619
21;20761;337;214;36;67;67;11;0;0;0;8.76552;57.1227;58.3536;0.988156;6.51675;0.958815;1246.1;0;0.0714286;5;0.0334821;0.149554;0.00223214;0.272321;20761;384980;0.0600212;0.0494442;1.21392;111.923
22;20518;440;123;37;67;67;10;0;0;0;8.74191;57.4277;57.7571;0.988346;6.56925;-0.283388;1349.1;0;0.0848214;5;0.0379464;0.165179;0.00669643;0.154018;20518;385223;0.0657523;0.0493637;1.332;133.121
23;19118;470;501;37;67;67;11;0;0;0;8.87801;55.9718;56.3477;0.98734;6.30455;1.17221;1470.6;0;0.232143;5;0.0401786;0.323661;0;0.287946;19118;386623;0.0769221;0.0506796;1.51781;245.857
24;20995;360;110;38;67;67;11;0;0;0;8.64912;58.2381;58.3307;0.98891;6.73341;0.21889;1339.78;0;0.0714286;5;0.0334821;0.151786;0.00223214;0.223214;20995;384746;0.0638142;0.0506317;1.26036;119.838
25;18371;348;597;38;65;65;10;0;0;0;9.13553;51.6213;56.0372;0.984216;5.65061;-0.455161;1974.89;0;0.125;5;0.0558036;0.256696;0;0.292411;18371;317314;0.1075;0.0582693;1.84488;253.924
26;12384;278;290;40;61;59;9;0;0;0;9.64403;35.4884;53.3056;0.962368;3.67984;1.19398;1585.8;0;0.165179;5;0.0669643;0.332589;0.00223214;0.290179;12384;393357;0.128053;0.050368;2.54235;278.524
27;19323;167;413;40;66;67;11;0;0;0;8.84196;54.9748;57.414;0.986981;6.21749;1.50602;1325.81;0;0.136161;5;0.0379464;0.283482;0.00446429;1;19323;386418;0.068613;0.0581268;1.1804;183.595
28;19746;292;559;40;67;65;10;0;0;0;8.96366;54.6244;57.5289;0.986444;6.09398;1.55506;1710.49;0;0.104911;5;0.0446429;0.263393;0;0.484375;19746;385995;0.0866246;0.0590962;1.46582;220.805
29;19812;180;310;42;67;67;11;0;0;0;8.71697;56.6078;57.2016;0.988073;6.49398;-0.811795;1275.19;0;0.118304;5;0.0357143;0.171875;0.00446429;0.276786;19812;385929;0.0643642;0.0505842;1.27242;160.793
30;20700;73;327;42;67;67;9;0;0;0;8.78619;57.2261;57.9505;0.988143;6.51319;1.34364;1245.04;0;0.078125;5;0.0334821;0.136161;0.00446429;0.292411;20700;385041;0.060147;0.0537218;1.1196;100.973
31;18890;293;449;42;67;66;11;0;0;0;8.88992;55.1249;56.1219;0.986911;6.20083;2.35933;1484.96;0;0.147321;5;0.0446429;0.205357;0.00892857;0.736607;18890;386851;0.0786111;0.0577912;1.36026;190.946
32;5116;89;450;42;32;47;9;0;0;0;9.61931;24.9007;48.213;0.92237;2.58861;-0.0629765;1193.02;0;0.368304;5;0.122768;0.689732;0.00446429;0.944196;5116;400625;0.233194;0.0553937;4.20976;273.172
33;4584;228;461;42;44;32;11;0;0;0;9.91949;18.3797;43.2769;0.841858;1.85289;1.02107;887.649;0;0.189732;5;0.104911;0.736607;0.00892857;0.522321;4584;401157;0.193641;0.0536714;3.6079;193.614
34;20713;230;523;42;67;66;11;0;0;0;8.81293;57.0561;57.5772;0.987999;6.47414;1.07473;1201.17;0;0.111607;5;0.0290179;0.15625;0;0.736607;20713;385028;0.0579912;0.0541979;1.06999;108.005
35;18068;132;598;42;66;66;10;0;0;0;8.89633;54.0668;56.6766;0.98637;6.07743;-1.38756;1481.07;0;0.154018;5;0.0446429;0.241071;0.00446429;0.220982;18068;317617;0.0819722;0.050777;1.61436;202.787
36;10416;520;629;42;66;35;11;0;0;0;8.80725;32.7111;56.7524;0.963072;3.71411;1.57074;582.761;0;0.078125;5;0.0334821;0.138393;0.00892857;0.488839;10416;199752;0.0559485;0.0538589;1.0388;52.7724
37;7253;100;265;45;54;55;11;0;0;0;10.0627;28.8057;37.8565;0.936999;2.8626;-0.194393;1058.42;0;0.180804;5;0.078125;0.301339;0.00669643;0.276786;7253;398488;0.145928;0.0509962;2.86155;143.153
38;20649;290;161;46;66;67;10;0;0;0;8.69792;57.5844;57.8541;0.988527;6.62049;0.307601;1214.43;0;0.0513393;5;0.03125;0.138393;0.00223214;0.680804;20649;385092;0.058813;0.0537585;1.09402;114.073
39;20276;440;443;47;66;66;10;0;0;0;8.90576;56.6651;57.236;0.987572;6.36275;-1.12897;1388.87;0;0.129464;5;0.0379464;0.151786;0.00446429;0.301339;20276;385465;0.0684983;0.0521426;1.31367;154.119
40;17489;416;594;47;65;66;10;0;0;0;8.98206;51.1963;56.8473;0.98449;5.69984;2.73376;1712.83;0;0.171875;5;0.0513393;0.350446;0;0.377232;17489;329872;0.097938;0.0549176;1.78336;224.812
